净值日期,Unnamed: 0,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2017-08-03,14,1.37,1.4069999999999998,-1.15,开放申购,开放赎回,
2017-08-04,15,1.359,1.396,-0.8,开放申购,开放赎回,
2017-08-07,16,1.406,1.443,3.46,开放申购,开放赎回,
2017-08-08,17,1.4,1.4369999999999998,-0.43,开放申购,开放赎回,
2017-08-09,18,1.446,1.483,3.29,开放申购,开放赎回,
2017-08-10,19,1.459,1.496,0.9,开放申购,开放赎回,
2017-08-11,20,1.422,1.459,-2.54,开放申购,开放赎回,
2017-08-14,21,1.4409999999999998,1.4780000000000002,1.34,开放申购,开放赎回,
2017-08-15,22,1.44,1.477,-0.07,开放申购,开放赎回,
2017-08-16,23,1.4340000000000002,1.471,-0.42,开放申购,开放赎回,
2017-08-17,24,1.418,1.455,-1.12,开放申购,开放赎回,
2017-08-18,25,1.413,1.45,-0.35,开放申购,开放赎回,
2017-08-21,26,1.406,1.443,-0.5,开放申购,开放赎回,
2017-08-22,27,1.38,1.4169999999999998,-1.85,开放申购,开放赎回,
2017-08-23,28,1.396,1.433,1.16,开放申购,开放赎回,
2017-08-24,29,1.372,1.409,-1.72,开放申购,开放赎回,
2017-08-25,30,1.385,1.422,0.95,开放申购,开放赎回,
2017-08-28,31,1.402,1.439,1.23,开放申购,开放赎回,
2017-08-29,32,1.408,1.445,0.43,开放申购,开放赎回,
2017-08-30,33,1.419,1.456,0.78,开放申购,开放赎回,
2017-08-31,34,1.41,1.4469999999999998,-0.63,开放申购,开放赎回,
2017-09-01,35,1.415,1.452,0.35,开放申购,开放赎回,
2017-09-04,36,1.398,1.435,-1.2,开放申购,开放赎回,
2017-09-05,37,1.399,1.436,0.07,开放申购,开放赎回,
2017-09-06,38,1.3869999999999998,1.4240000000000002,-0.86,开放申购,开放赎回,
2017-09-07,39,1.379,1.416,-0.58,开放申购,开放赎回,
2017-09-08,0,1.356,1.393,-1.67,开放申购,开放赎回,
2017-09-11,1,1.37,1.4069999999999998,1.03,开放申购,开放赎回,
2017-09-12,2,1.4069999999999998,1.444,2.7,开放申购,开放赎回,
2017-09-13,3,1.4369999999999998,1.474,2.13,开放申购,开放赎回,
2017-09-14,4,1.435,1.472,-0.14,开放申购,开放赎回,
2017-09-15,5,1.4269999999999998,1.464,-0.56,开放申购,开放赎回,
2017-09-18,6,1.469,1.506,2.94,开放申购,开放赎回,
2017-09-19,7,1.4580000000000002,1.495,-0.75,开放申购,开放赎回,
2017-09-20,8,1.475,1.5119999999999998,1.17,开放申购,开放赎回,
2017-09-21,9,1.464,1.501,-0.75,开放申购,开放赎回,
2017-09-22,10,1.469,1.506,0.34,开放申购,开放赎回,
2017-09-25,11,1.5,1.537,2.11,开放申购,开放赎回,
2017-09-26,12,1.0,1.531,-0.39,暂停申购,暂停赎回,每份基金份额折算1.494202845份
2017-09-27,13,0.996,1.527,-0.4,暂停申购,暂停赎回,
2017-09-28,14,1.022,1.5530000000000002,2.61,开放申购,开放赎回,
2017-09-29,15,1.012,1.543,-0.98,开放申购,开放赎回,
2017-10-09,16,1.018,1.5490000000000002,0.59,开放申购,开放赎回,
2017-10-10,17,1.034,1.565,1.57,开放申购,开放赎回,
2017-10-11,18,1.065,1.596,3.0,开放申购,开放赎回,
2017-10-12,19,1.057,1.588,-0.75,开放申购,开放赎回,
2017-10-13,20,1.058,1.589,0.09,开放申购,开放赎回,
2017-10-16,21,1.037,1.568,-1.98,开放申购,开放赎回,
2017-10-17,22,1.037,1.568,0.0,开放申购,开放赎回,
2017-10-18,23,1.055,1.586,1.74,开放申购,开放赎回,
2017-10-19,24,1.08,1.611,2.37,开放申购,开放赎回,
2017-10-20,25,1.063,1.594,-1.57,开放申购,开放赎回,
2017-10-23,26,1.071,1.602,0.75,开放申购,开放赎回,
2017-10-24,27,1.075,1.606,0.37,开放申购,开放赎回,
2017-10-25,28,1.064,1.595,-1.02,开放申购,开放赎回,
2017-10-26,29,1.086,1.617,2.07,开放申购,开放赎回,
2017-10-27,30,1.117,1.648,2.85,开放申购,开放赎回,
2017-10-30,31,1.106,1.6369999999999998,-0.98,开放申购,开放赎回,
2017-10-31,32,1.104,1.635,-0.18,开放申购,开放赎回,
2017-11-01,33,1.112,1.643,0.72,开放申购,开放赎回,
2017-11-02,34,1.122,1.653,0.9,开放申购,开放赎回,
2017-11-03,35,1.128,1.659,0.53,开放申购,开放赎回,
2017-11-06,36,1.164,1.695,3.19,开放申购,开放赎回,
2017-11-07,37,1.157,1.6880000000000002,-0.6,开放申购,开放赎回,
2017-11-08,38,1.15,1.681,-0.61,开放申购,开放赎回,
2017-11-09,39,1.154,1.685,0.35,开放申购,开放赎回,
2017-11-10,0,1.182,1.713,2.43,开放申购,开放赎回,
2017-11-13,1,1.173,1.704,-0.76,开放申购,开放赎回,
2017-11-14,2,1.141,1.672,-2.73,开放申购,开放赎回,
2017-11-15,3,1.161,1.692,1.75,开放申购,开放赎回,
2017-11-16,4,1.193,1.724,2.76,开放申购,开放赎回,
2017-11-17,5,1.157,1.6880000000000002,-3.02,开放申购,开放赎回,
2017-11-20,6,1.14,1.671,-1.47,开放申购,开放赎回,
2017-11-21,7,1.163,1.694,2.02,开放申购,开放赎回,
2017-11-22,8,1.125,1.656,-3.27,开放申购,开放赎回,
2017-11-23,9,1.071,1.602,-4.8,开放申购,开放赎回,
2017-11-24,10,1.07,1.601,-0.09,开放申购,开放赎回,
2017-11-27,11,1.056,1.587,-1.31,开放申购,开放赎回,
2017-11-28,12,1.073,1.604,1.61,开放申购,开放赎回,
2017-11-29,13,1.051,1.582,-2.05,开放申购,开放赎回,
2017-11-30,14,1.038,1.569,-1.24,开放申购,开放赎回,
2017-12-01,15,1.039,1.57,0.1,开放申购,开放赎回,
2017-12-04,16,1.074,1.605,3.37,开放申购,开放赎回,
2017-12-05,17,1.07,1.601,-0.37,开放申购,开放赎回,
2017-12-06,18,1.065,1.596,-0.47,开放申购,开放赎回,
2017-12-07,19,1.046,1.577,-1.78,开放申购,开放赎回,
2017-12-08,20,1.0659999999999998,1.597,1.91,开放申购,开放赎回,
2017-12-11,21,1.102,1.633,3.38,开放申购,开放赎回,
2017-12-12,22,1.099,1.63,-0.27,开放申购,开放赎回,
2017-12-13,23,1.128,1.659,2.64,开放申购,开放赎回,
2017-12-14,24,1.125,1.656,-0.27,开放申购,开放赎回,
2017-12-15,25,1.107,1.643,-1.16,暂停申购,暂停赎回,每份基金份额折算1.0044539079999999份
2017-12-18,26,1.129,1.665,1.99,暂停申购,暂停赎回,
2017-12-19,27,1.14,1.676,0.97,开放申购,开放赎回,
2017-12-20,28,1.163,1.699,2.02,开放申购,开放赎回,
2017-12-21,29,1.161,1.6969999999999998,-0.17,开放申购,开放赎回,
2017-12-22,30,1.141,1.6769999999999998,-1.72,开放申购,开放赎回,
2017-12-25,31,1.14,1.676,-0.09,开放申购,开放赎回,
2017-12-26,32,1.131,1.6669999999999998,-0.79,开放申购,开放赎回,
2017-12-27,33,1.11,1.646,-1.86,开放申购,开放赎回,
2017-12-28,34,1.155,1.6909999999999998,4.05,开放申购,开放赎回,
2017-12-29,35,1.141,1.6769999999999998,-1.21,开放申购,开放赎回,
2017-12-31,36,1.141,1.6769999999999998,,开放申购,开放赎回,
2018-01-02,37,1.143,1.679,0.18,开放申购,开放赎回,
2018-01-03,38,1.147,1.683,0.35,开放申购,开放赎回,
2018-01-04,39,1.18,1.716,2.88,开放申购,开放赎回,
2018-01-05,0,1.175,1.711,-0.42,开放申购,开放赎回,
2018-01-08,1,1.181,1.717,0.51,开放申购,开放赎回,
2018-01-09,2,1.216,1.7519999999999998,2.96,开放申购,开放赎回,
2018-01-10,3,1.24,1.776,1.97,开放申购,开放赎回,
2018-01-11,4,1.225,1.761,-1.21,开放申购,开放赎回,
2018-01-12,5,1.244,1.78,1.55,开放申购,开放赎回,
2018-01-15,6,1.251,1.787,0.56,开放申购,开放赎回,
2018-01-16,7,1.263,1.7990000000000002,0.96,开放申购,开放赎回,
2018-01-17,8,1.222,1.758,-3.25,开放申购,开放赎回,
2018-01-18,9,1.239,1.775,1.39,开放申购,开放赎回,
2018-01-19,10,1.222,1.758,-1.37,开放申购,开放赎回,
2018-01-22,11,1.263,1.7990000000000002,3.36,开放申购,开放赎回,
2018-01-23,12,1.262,1.798,-0.08,开放申购,开放赎回,
2018-01-24,13,1.241,1.777,-1.66,开放申购,开放赎回,
2018-01-25,14,1.231,1.767,-0.81,开放申购,开放赎回,
2018-01-26,15,1.238,1.774,0.57,开放申购,开放赎回,
2018-01-29,16,1.1840000000000002,1.72,-4.36,开放申购,开放赎回,
2018-01-30,17,1.176,1.712,-0.68,开放申购,开放赎回,
2018-01-31,18,1.195,1.731,1.62,开放申购,开放赎回,
2018-02-01,19,1.165,1.7009999999999998,-2.51,开放申购,开放赎回,
2018-02-02,20,1.155,1.6909999999999998,-0.86,开放申购,开放赎回,
2018-02-05,21,1.1,1.636,-4.76,开放申购,开放赎回,
2018-02-06,22,1.086,1.622,-1.27,开放申购,开放赎回,
2018-02-07,23,1.048,1.584,-3.5,开放申购,开放赎回,
2018-02-08,24,1.075,1.611,2.58,开放申购,开放赎回,
2018-02-09,25,1.057,1.5930000000000002,-1.67,开放申购,开放赎回,
2018-02-12,26,1.093,1.629,3.41,开放申购,开放赎回,
2018-02-13,27,1.094,1.63,0.09,开放申购,开放赎回,
2018-02-14,28,1.107,1.643,1.19,开放申购,开放赎回,
2018-02-22,29,1.144,1.68,3.34,开放申购,开放赎回,
2018-02-23,30,1.139,1.675,-0.44,开放申购,开放赎回,
2018-02-26,31,1.135,1.671,-0.35,开放申购,开放赎回,
2018-02-27,32,1.12,1.656,-1.32,开放申购,开放赎回,
2018-02-28,33,1.088,1.624,-2.86,开放申购,开放赎回,
2018-03-01,34,1.103,1.639,1.38,开放申购,开放赎回,
2018-03-02,35,1.094,1.63,-0.82,开放申购,开放赎回,
2018-03-05,36,1.074,1.61,-1.83,开放申购,开放赎回,
2018-03-06,37,1.081,1.617,0.65,开放申购,开放赎回,
2018-03-07,38,1.081,1.617,0.0,开放申购,开放赎回,
2018-03-08,39,1.106,1.642,2.31,开放申购,开放赎回,
2018-03-09,0,1.114,1.65,0.72,开放申购,开放赎回,
2018-03-12,1,1.105,1.641,-0.81,开放申购,开放赎回,
2018-03-13,2,1.087,1.6230000000000002,-1.63,开放申购,开放赎回,
2018-03-14,3,1.103,1.639,1.47,开放申购,开放赎回,
2018-03-15,4,1.127,1.663,2.18,开放申购,开放赎回,
2018-03-16,5,1.116,1.652,-0.98,开放申购,开放赎回,
2018-03-19,6,1.121,1.6569999999999998,0.45,开放申购,开放赎回,
2018-03-20,7,1.108,1.644,-1.16,开放申购,开放赎回,
2018-03-21,8,1.104,1.64,-0.36,开放申购,开放赎回,
2018-03-22,9,1.0759999999999998,1.612,-2.54,开放申购,开放赎回,
2018-03-23,10,1.0490000000000002,1.585,-2.51,开放申购,开放赎回,
2018-03-26,11,1.048,1.584,-0.1,开放申购,开放赎回,
2018-03-27,12,1.044,1.58,-0.38,开放申购,开放赎回,
2018-03-28,13,1.0,1.536,-4.21,开放申购,开放赎回,
2018-03-29,14,1.037,1.5730000000000002,3.7,开放申购,开放赎回,
2018-03-30,15,1.033,1.569,-0.39,开放申购,开放赎回,
2018-04-02,16,1.031,1.567,-0.19,开放申购,开放赎回,
2018-04-03,17,1.039,1.575,0.78,开放申购,开放赎回,
2018-04-04,18,1.0759999999999998,1.612,3.56,开放申购,开放赎回,
2018-04-09,19,1.079,1.615,0.28,开放申购,开放赎回,
2018-04-10,20,1.088,1.624,0.83,开放申购,开放赎回,
2018-04-11,21,1.085,1.621,-0.28,开放申购,开放赎回,
2018-04-12,22,1.082,1.618,-0.28,开放申购,开放赎回,
2018-04-13,23,1.0659999999999998,1.602,-1.48,开放申购,开放赎回,
2018-04-16,24,1.072,1.608,0.56,开放申购,开放赎回,
2018-04-17,25,1.052,1.588,-1.87,开放申购,开放赎回,
2018-04-18,26,1.044,1.58,-0.76,开放申购,开放赎回,
2018-04-19,27,1.074,1.61,2.87,开放申购,开放赎回,
2018-04-20,28,1.0659999999999998,1.602,-0.74,开放申购,开放赎回,
2018-04-23,29,1.054,1.59,-1.13,开放申购,开放赎回,
2018-04-24,30,1.087,1.6230000000000002,3.13,开放申购,开放赎回,
2018-04-25,31,1.086,1.622,-0.09,开放申购,开放赎回,
2018-04-26,32,1.054,1.59,-2.95,开放申购,开放赎回,
2018-04-27,33,1.054,1.59,0.0,开放申购,开放赎回,
2018-05-02,34,1.0759999999999998,1.612,2.09,开放申购,开放赎回,
2018-05-03,35,1.105,1.641,2.7,开放申购,开放赎回,
2018-05-04,36,1.109,1.645,0.36,开放申购,开放赎回,
2018-05-07,37,1.172,1.7080000000000002,5.68,开放申购,开放赎回,
2018-05-08,38,1.182,1.7180000000000002,0.85,开放申购,开放赎回,
2018-05-09,39,1.1840000000000002,1.72,0.17,开放申购,开放赎回,
2018-05-10,0,1.202,1.7380000000000002,1.52,开放申购,开放赎回,
2018-05-11,1,1.189,1.725,-1.08,开放申购,开放赎回,
2018-05-14,2,1.215,1.751,2.19,开放申购,开放赎回,
2018-05-15,3,1.221,1.757,0.49,开放申购,开放赎回,
2018-05-16,4,1.22,1.756,-0.08,开放申购,开放赎回,
2018-05-17,5,1.195,1.731,-2.05,开放申购,开放赎回,
2018-05-18,6,1.204,1.74,0.75,开放申购,开放赎回,
2018-05-21,7,1.202,1.7380000000000002,-0.17,开放申购,开放赎回,
2018-05-22,8,1.21,1.746,0.67,开放申购,开放赎回,
2018-05-23,9,1.186,1.722,-1.98,开放申购,开放赎回,
2018-05-24,10,1.173,1.709,-1.1,开放申购,开放赎回,
2018-05-25,11,1.185,1.721,1.02,开放申购,开放赎回,
2018-05-28,12,1.242,1.778,4.81,开放申购,开放赎回,
2018-05-29,13,1.222,1.758,-1.61,开放申购,开放赎回,
2018-05-30,14,1.238,1.774,1.31,开放申购,开放赎回,
2018-05-31,15,1.275,1.811,2.99,开放申购,开放赎回,
2018-06-01,16,1.25,1.786,-1.96,开放申购,开放赎回,
2018-06-04,17,1.289,1.825,3.12,开放申购,开放赎回,
2018-06-05,18,1.306,1.842,1.32,开放申购,开放赎回,
2018-06-06,19,1.306,1.842,0.0,开放申购,开放赎回,
2018-06-07,20,1.301,1.837,-0.38,开放申购,开放赎回,
2018-06-08,21,1.288,1.824,-1.0,开放申购,开放赎回,
2018-06-11,22,1.284,1.82,-0.31,开放申购,开放赎回,
2018-06-12,23,1.34,1.876,4.36,开放申购,开放赎回,
2018-06-13,24,1.327,1.863,-0.97,开放申购,开放赎回,
2018-06-14,25,1.305,1.841,-1.66,开放申购,开放赎回,
2018-06-15,26,1.298,1.834,-0.54,开放申购,开放赎回,
2018-06-19,27,1.24,1.776,-4.47,开放申购,开放赎回,
2018-06-20,28,1.285,1.821,3.63,开放申购,开放赎回,
2018-06-21,29,1.268,1.804,-1.32,开放申购,开放赎回,
2018-06-22,30,1.271,1.807,0.24,开放申购,开放赎回,
2018-06-25,31,1.291,1.827,1.57,开放申购,开放赎回,
2018-06-26,32,1.285,1.821,-0.46,开放申购,开放赎回,
2018-06-27,33,1.232,1.768,-4.12,开放申购,开放赎回,
2018-06-28,34,1.197,1.733,-2.84,开放申购,开放赎回,
2018-06-29,35,1.23,1.766,2.76,开放申购,开放赎回,
2018-06-30,36,1.23,1.766,,开放申购,开放赎回,
2018-07-02,37,1.219,1.755,-0.89,开放申购,开放赎回,
2018-07-03,38,1.18,1.716,-3.2,开放申购,开放赎回,
2018-07-04,39,1.17,1.706,-0.85,开放申购,开放赎回,
2018-07-05,0,1.165,1.7009999999999998,-0.43,开放申购,开放赎回,
2018-07-06,1,1.1703,1.7066,0.45,开放申购,开放赎回,
2018-07-09,2,1.2066,1.7429,3.1,开放申购,开放赎回,
2018-07-10,3,1.2074,1.7437,0.07,开放申购,开放赎回,
2018-07-11,4,1.1924,1.7287,-1.24,开放申购,开放赎回,
2018-07-12,5,1.2265,1.7628,2.86,开放申购,开放赎回,
2018-07-13,6,1.2603,1.7966,2.76,开放申购,开放赎回,
2018-07-16,7,1.261,1.7973,0.06,开放申购,开放赎回,
2018-07-17,8,1.2425,1.7788,-1.47,开放申购,开放赎回,
2018-07-18,9,1.2244,1.7607,-1.46,开放申购,开放赎回,
2018-07-19,10,1.2158,1.7521,-0.7,开放申购,开放赎回,
2018-07-20,11,1.2166,1.7529,0.07,开放申购,开放赎回,
2018-07-23,12,1.1948,1.7311,-1.79,开放申购,开放赎回,
2018-07-24,13,1.2383,1.7746,3.64,开放申购,开放赎回,
2018-07-25,14,1.2314,1.7677,-0.56,开放申购,开放赎回,
2018-07-26,15,1.2134,1.7497,-1.46,开放申购,开放赎回,
2018-07-27,16,1.2265,1.7628,1.08,开放申购,开放赎回,
2018-07-30,17,1.2034,1.7397,-1.88,开放申购,开放赎回,
2018-07-31,18,1.2092,1.7455,0.48,开放申购,开放赎回,
2018-08-01,19,1.1834,1.7197,-2.13,开放申购,开放赎回,
2018-08-02,20,1.1405,1.6768,-3.63,开放申购,开放赎回,
2018-08-03,21,1.1044,1.6407,-3.17,开放申购,开放赎回,
2018-08-06,22,1.0805,1.6168,-2.16,开放申购,开放赎回,
2018-08-07,23,1.1087,1.645,2.61,开放申购,开放赎回,
2018-08-08,24,1.0744,1.6107,-3.09,开放申购,开放赎回,
2018-08-09,25,1.1043,1.6406,2.78,开放申购,开放赎回,
2018-08-10,26,1.1061,1.6424,0.16,开放申购,开放赎回,
2018-08-13,27,1.0894,1.6257,-1.51,开放申购,开放赎回,
2018-08-14,28,1.0953,1.6316,0.54,开放申购,开放赎回,
2018-08-15,29,1.0582,1.5945,-3.39,开放申购,开放赎回,
2018-08-16,30,1.0229,1.5592,-3.34,开放申购,开放赎回,
2018-08-17,31,1.0179,1.5542,-0.49,开放申购,开放赎回,
2018-08-20,32,1.0247,1.561,0.67,开放申购,开放赎回,
2018-08-21,33,1.0612,1.5975,3.56,开放申购,开放赎回,
2018-08-22,34,1.0491,1.5854,-1.14,开放申购,开放赎回,
2018-08-23,35,1.0524,1.5887,0.31,开放申购,开放赎回,
2018-08-24,36,1.0378,1.5741,-1.39,开放申购,开放赎回,
2018-08-27,37,1.0841,1.6204,4.46,开放申购,开放赎回,
2018-08-28,38,1.0724,1.6087,-1.08,开放申购,开放赎回,
2018-08-29,39,1.0696,1.6059,-0.26,开放申购,开放赎回,
2018-08-30,0,1.0654,1.6017,-0.39,开放申购,开放赎回,
2018-08-31,1,1.0479,1.5842,-1.64,开放申购,开放赎回,
2018-09-03,2,1.0451,1.5814,-0.27,开放申购,开放赎回,
2018-09-04,3,1.0508,1.5871,0.55,开放申购,开放赎回,
2018-09-05,4,1.0253,1.5616,-2.43,开放申购,开放赎回,
2018-09-06,5,1.0026,1.5389,-2.21,开放申购,开放赎回,
2018-09-07,6,1.0161,1.5524,1.35,开放申购,开放赎回,
2018-09-10,7,1.0073,1.5436,-0.87,开放申购,开放赎回,
2018-09-11,8,1.0073,1.5436,0.0,开放申购,开放赎回,
2018-09-12,9,0.9832,1.5195,-2.39,开放申购,开放赎回,
2018-09-13,10,0.9807,1.517,-0.25,开放申购,开放赎回,
2018-09-14,11,1.0011,1.5374,2.08,开放申购,开放赎回,
2018-09-17,12,1.0039,1.5402,0.28,开放申购,开放赎回,
2018-09-18,13,1.0319,1.5682,2.79,开放申购,开放赎回,
2018-09-19,14,1.0606,1.5969,2.78,开放申购,开放赎回,
2018-09-20,15,1.0569,1.5932,-0.35,开放申购,开放赎回,
2018-09-21,16,1.095,1.6313,3.6,开放申购,开放赎回,
2018-09-25,17,1.0861,1.6224,-0.81,开放申购,开放赎回,
2018-09-26,18,1.1189,1.6552,3.02,开放申购,开放赎回,
2018-09-27,19,1.119,1.6553,0.01,开放申购,开放赎回,
2018-09-28,20,1.124,1.6603,0.45,开放申购,开放赎回,
2018-10-08,21,1.0581,1.5944,-5.86,开放申购,开放赎回,
2018-10-09,22,1.0588,1.5951,0.07,开放申购,开放赎回,
2018-10-10,23,1.0124,1.5487,-4.38,开放申购,开放赎回,
2018-10-11,24,0.9782,1.5145,-3.38,开放申购,开放赎回,
2018-10-12,25,1.0075,1.5438,3.0,开放申购,开放赎回,
2018-10-15,26,0.987,1.5233,-2.03,开放申购,开放赎回,
2018-10-16,27,0.984,1.5203,-0.3,开放申购,开放赎回,
2018-10-17,28,0.979,1.5153,-0.51,开放申购,开放赎回,
2018-10-18,29,0.9555,1.4918,-2.4,开放申购,开放赎回,
2018-10-19,30,0.9929,1.5292,3.91,开放申购,开放赎回,
2018-10-22,31,1.042,1.5783,4.95,开放申购,开放赎回,
2018-10-23,32,0.9652,1.5015,-7.37,开放申购,开放赎回,
2018-10-24,33,0.9385,1.4748,-2.77,开放申购,开放赎回,
2018-10-25,34,0.9179,1.4542,-2.2,开放申购,开放赎回,
2018-10-26,35,0.894,1.4303,-2.6,开放申购,开放赎回,
2018-10-29,36,0.8144,1.3507,-8.9,开放申购,开放赎回,
2018-10-30,37,0.8002,1.3365,-1.74,开放申购,开放赎回,
2018-10-31,38,0.83,1.3663,3.72,开放申购,开放赎回,
2018-11-01,39,0.8511,1.3874,2.54,开放申购,开放赎回,
2018-11-02,0,0.9003,1.4366,5.78,开放申购,开放赎回,
2018-11-05,1,0.8753,1.4116,-2.78,开放申购,开放赎回,
2018-11-06,2,0.8623,1.3986,-1.49,开放申购,开放赎回,
2018-11-07,3,0.8622,1.3985,-0.01,开放申购,开放赎回,
2018-11-08,4,0.8628,1.3991,0.07,开放申购,开放赎回,
2018-11-09,5,0.8565,1.3928,-0.73,开放申购,开放赎回,
2018-11-12,6,0.8533,1.3896,-0.37,开放申购,开放赎回,
2018-11-13,7,0.8809999999999999,1.4173,3.25,开放申购,开放赎回,
2018-11-14,8,0.8632,1.3995,-2.02,开放申购,开放赎回,
2018-11-15,9,0.8698,1.4061,0.76,开放申购,开放赎回,
2018-11-16,10,0.8697,1.406,-0.01,开放申购,开放赎回,
2018-11-19,11,0.8879,1.4242,2.09,开放申购,开放赎回,
2018-11-20,12,0.8668,1.4031,-2.38,开放申购,开放赎回,
2018-11-21,13,0.8759,1.4122,1.05,开放申购,开放赎回,
2018-11-22,14,0.8757,1.412,-0.02,开放申购,开放赎回,
2018-11-23,15,0.8554,1.3917,-2.32,开放申购,开放赎回,
2018-11-26,16,0.8517,1.388,-0.43,开放申购,开放赎回,
2018-11-27,17,0.848,1.3843,-0.43,开放申购,开放赎回,
2018-11-28,18,0.8614,1.3977,1.58,开放申购,开放赎回,
2018-11-29,19,0.8641,1.4004,0.31,开放申购,开放赎回,
2018-11-30,20,0.8903,1.4266,3.03,开放申购,开放赎回,
2018-12-03,21,0.9336,1.4699,4.86,开放申购,开放赎回,
2018-12-04,22,0.9332,1.4695,-0.04,开放申购,开放赎回,
2018-12-05,23,0.9402,1.4765,0.75,开放申购,开放赎回,
2018-12-06,24,0.9134,1.4497,-2.85,开放申购,开放赎回,
2018-12-07,25,0.916,1.4523,0.28,开放申购,开放赎回,
2018-12-10,26,0.9027,1.439,-1.45,开放申购,开放赎回,
2018-12-11,27,0.9097,1.446,0.78,开放申购,开放赎回,
2018-12-12,28,0.9152,1.4515,0.6,开放申购,开放赎回,
2018-12-13,29,0.9323,1.4686,1.87,开放申购,开放赎回,
2018-12-14,30,0.9177,1.454,-1.57,开放申购,开放赎回,
2018-12-17,31,0.8882,1.4471,-0.75,暂停申购,暂停赎回,每份基金份额折算1.0254704750000001份
2018-12-18,32,0.8844,1.4433,-0.43,暂停申购,暂停赎回,
