净值日期,Unnamed: 0,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2018-05-22,7,1.1740000000000002,1.1740000000000002,0.17,开放申购,开放赎回,
2018-05-23,8,1.1656,1.1656,-0.72,开放申购,开放赎回,
2018-05-24,9,1.1681,1.1681,0.21,开放申购,开放赎回,
2018-05-25,10,1.1558,1.1558,-1.05,开放申购,开放赎回,
2018-05-28,11,1.1603,1.1603,0.39,开放申购,开放赎回,
2018-05-29,12,1.152,1.152,-0.72,开放申购,开放赎回,
2018-05-30,13,1.1215,1.1215,-2.65,开放申购,开放赎回,
2018-05-31,14,1.1418,1.1418,1.81,开放申购,开放赎回,
2018-06-01,15,1.1115,1.1115,-2.65,开放申购,开放赎回,
2018-06-04,16,1.1144,1.1144,0.26,开放申购,开放赎回,
2018-06-05,17,1.1379,1.1379,2.11,开放申购,开放赎回,
2018-06-06,18,1.1549,1.1549,1.49,开放申购,开放赎回,
2018-06-07,19,1.1498,1.1498,-0.44,开放申购,开放赎回,
2018-06-08,20,1.1458,1.1458,-0.35,开放申购,开放赎回,
2018-06-11,21,1.1349,1.1349,-0.95,开放申购,开放赎回,
2018-06-12,22,1.1429,1.1429,0.7,开放申购,开放赎回,
2018-06-13,23,1.1305,1.1305,-1.09,开放申购,开放赎回,
2018-06-14,24,1.1266,1.1266,-0.35,开放申购,开放赎回,
2018-06-15,25,1.1077,1.1077,-1.68,开放申购,开放赎回,
2018-06-19,26,1.039,1.039,-6.2,开放申购,开放赎回,
2018-06-20,27,1.0538,1.0538,1.42,开放申购,开放赎回,
2018-06-21,28,1.0217,1.0217,-3.05,开放申购,开放赎回,
2018-06-22,29,1.0325,1.0325,1.06,开放申购,开放赎回,
2018-06-25,30,1.0283,1.0283,-0.41,开放申购,开放赎回,
2018-06-26,31,1.0307,1.0307,0.23,开放申购,开放赎回,
2018-06-27,32,1.0133,1.0133,-1.69,开放申购,开放赎回,
2018-06-28,33,1.0036,1.0036,-0.96,开放申购,开放赎回,
2018-06-29,34,1.0416,1.0416,3.79,开放申购,开放赎回,
2018-06-30,35,1.0415,1.0415,,开放申购,开放赎回,
2018-07-02,36,1.0199,1.0199,-2.08,开放申购,开放赎回,
2018-07-03,37,1.0257,1.0257,0.57,开放申购,开放赎回,
2018-07-04,38,1.0088,1.0088,-1.65,开放申购,开放赎回,
2018-07-05,39,0.9845,0.9845,-2.41,开放申购,开放赎回,
2018-07-06,0,0.9855,0.9855,0.1,开放申购,开放赎回,
2018-07-09,1,1.0145,1.0145,2.94,开放申购,开放赎回,
2018-07-10,2,1.024,1.024,0.94,开放申购,开放赎回,
2018-07-11,3,1.009,1.009,-1.46,开放申购,开放赎回,
2018-07-12,4,1.0428,1.0428,3.35,开放申购,开放赎回,
2018-07-13,5,1.0599,1.0599,1.64,开放申购,开放赎回,
2018-07-16,6,1.0741,1.0741,1.34,开放申购,开放赎回,
2018-07-17,7,1.0963,1.0963,2.07,开放申购,开放赎回,
2018-07-18,8,1.0847,1.0847,-1.06,开放申购,开放赎回,
2018-07-19,9,1.0884,1.0884,0.34,开放申购,开放赎回,
2018-07-20,10,1.0882,1.0882,-0.02,开放申购,开放赎回,
2018-07-23,11,1.086,1.086,-0.2,开放申购,开放赎回,
2018-07-24,12,1.0992,1.0992,1.22,开放申购,开放赎回,
2018-07-25,13,1.0877,1.0877,-1.05,开放申购,开放赎回,
2018-07-26,14,1.0738,1.0738,-1.28,开放申购,开放赎回,
2018-07-27,15,1.0734,1.0734,-0.04,开放申购,开放赎回,
2018-07-30,16,1.0542,1.0542,-1.79,开放申购,开放赎回,
2018-07-31,17,1.052,1.052,-0.21,开放申购,开放赎回,
2018-08-01,18,1.0461,1.0461,-0.56,开放申购,开放赎回,
2018-08-02,19,1.0404,1.0404,-0.54,开放申购,开放赎回,
2018-08-03,20,1.0173,1.0173,-2.22,开放申购,开放赎回,
2018-08-06,21,0.9858,0.9858,-3.1,开放申购,开放赎回,
2018-08-07,22,1.0178,1.0178,3.25,开放申购,开放赎回,
2018-08-08,23,0.9938,0.9938,-2.36,开放申购,开放赎回,
2018-08-09,24,1.0243,1.0243,3.07,开放申购,开放赎回,
2018-08-10,25,1.0252,1.0252,0.09,开放申购,开放赎回,
2018-08-13,26,1.0278,1.0278,0.25,开放申购,开放赎回,
2018-08-14,27,1.017,1.017,-1.05,开放申购,开放赎回,
2018-08-15,28,0.9924,0.9924,-2.42,开放申购,开放赎回,
2018-08-16,29,0.9858,0.9858,-0.67,开放申购,开放赎回,
2018-08-17,30,0.9669,0.9669,-1.92,开放申购,开放赎回,
2018-08-20,31,0.9766,0.9766,1.0,开放申购,开放赎回,
2018-08-21,32,1.0036,1.0036,2.76,开放申购,开放赎回,
2018-08-22,33,1.0032,1.0032,-0.04,开放申购,开放赎回,
2018-08-23,34,1.0161,1.0161,1.29,开放申购,开放赎回,
2018-08-24,35,1.0109,1.0109,-0.51,开放申购,开放赎回,
2018-08-27,36,1.0381,1.0381,2.69,开放申购,开放赎回,
2018-08-28,37,1.0413,1.0413,0.31,开放申购,开放赎回,
2018-08-29,38,1.0386,1.0386,-0.26,开放申购,开放赎回,
2018-08-30,39,1.0227,1.0227,-1.53,开放申购,开放赎回,
2018-08-31,0,1.0149,1.0149,-0.76,开放申购,开放赎回,
2018-09-03,1,1.0204,1.0204,0.54,开放申购,开放赎回,
2018-09-04,2,1.032,1.032,1.14,开放申购,开放赎回,
2018-09-05,3,1.0122,1.0122,-1.92,开放申购,开放赎回,
2018-09-06,4,1.0002,1.0002,-1.19,开放申购,开放赎回,
2018-09-07,5,1.0011,1.0011,0.09,开放申购,开放赎回,
2018-09-10,6,0.9719,0.9719,-2.92,开放申购,开放赎回,
2018-09-11,7,0.9772,0.9772,0.55,开放申购,开放赎回,
2018-09-12,8,0.9816,0.9816,0.45,开放申购,开放赎回,
2018-09-13,9,0.9925,0.9925,1.11,开放申购,开放赎回,
2018-09-14,10,0.981,0.981,-1.16,开放申购,开放赎回,
2018-09-17,11,0.9723,0.9723,-0.89,开放申购,开放赎回,
2018-09-18,12,0.9864,0.9864,1.45,开放申购,开放赎回,
2018-09-19,13,1.0141,1.0141,2.81,开放申购,开放赎回,
2018-09-20,14,1.0098,1.0098,-0.42,开放申购,开放赎回,
2018-09-21,15,1.0253,1.0253,1.54,开放申购,开放赎回,
2018-09-25,16,1.0189,1.0189,-0.62,开放申购,开放赎回,
2018-09-26,17,1.0247,1.0247,0.57,开放申购,开放赎回,
2018-09-27,18,1.0086,1.0086,-1.57,开放申购,开放赎回,
2018-09-28,19,1.0174,1.0174,0.87,开放申购,开放赎回,
2018-10-08,20,0.9798,0.9798,-3.7,开放申购,开放赎回,
2018-10-09,21,0.9688,0.9688,-1.12,开放申购,开放赎回,
2018-10-10,22,0.9682,0.9682,-0.06,开放申购,开放赎回,
2018-10-11,23,0.9179,0.9179,-5.2,开放申购,开放赎回,
2018-10-12,24,0.9307,0.9307,1.39,开放申购,开放赎回,
2018-10-15,25,0.9294,0.9294,-0.14,开放申购,开放赎回,
2018-10-16,26,0.9082,0.9082,-2.28,开放申购,开放赎回,
2018-10-17,27,0.9218,0.9218,1.5,开放申购,开放赎回,
2018-10-18,28,0.9066,0.9066,-1.65,开放申购,开放赎回,
2018-10-19,29,0.9332,0.9332,2.93,开放申购,开放赎回,
2018-10-22,30,0.9663,0.9663,3.55,开放申购,开放赎回,
2018-10-23,31,0.9559,0.9559,-1.08,开放申购,开放赎回,
2018-10-24,32,0.9505,0.9505,-0.56,开放申购,开放赎回,
2018-10-25,33,0.9588,0.9588,0.87,开放申购,开放赎回,
2018-10-26,34,0.9532,0.9532,-0.58,开放申购,开放赎回,
2018-10-29,35,0.9462,0.9462,-0.73,开放申购,开放赎回,
2018-10-30,36,0.9545,0.9545,0.88,开放申购,开放赎回,
2018-10-31,37,0.9686,0.9686,1.48,开放申购,开放赎回,
2018-11-01,38,0.9741,0.9741,0.57,开放申购,开放赎回,
2018-11-02,39,0.9866,0.9866,1.28,开放申购,开放赎回,
2018-11-05,0,0.9844,0.9844,-0.22,开放申购,开放赎回,
2018-11-06,1,0.9857,0.9857,0.13,开放申购,开放赎回,
2018-11-07,2,0.9844,0.9844,-0.13,开放申购,开放赎回,
2018-11-08,3,0.9779,0.9779,-0.66,开放申购,开放赎回,
2018-11-09,4,0.979,0.979,0.11,开放申购,开放赎回,
2018-11-12,5,0.9937,0.9937,1.5,开放申购,开放赎回,
2018-11-13,6,0.9939,0.9939,0.02,开放申购,开放赎回,
2018-11-14,7,0.9908,0.9908,-0.31,开放申购,开放赎回,
2018-11-15,8,0.9968,0.9968,0.61,开放申购,开放赎回,
2018-11-16,9,1.0038,1.0038,0.7,开放申购,开放赎回,
2018-11-19,10,1.0115,1.0115,0.77,开放申购,开放赎回,
2018-11-20,11,0.989,0.989,-2.22,开放申购,开放赎回,
2018-11-21,12,0.9962,0.9962,0.73,开放申购,开放赎回,
2018-11-22,13,0.991,0.991,-0.52,开放申购,开放赎回,
2018-11-23,14,0.9745,0.9745,-1.67,开放申购,开放赎回,
2018-11-26,15,0.97,0.97,-0.46,开放申购,开放赎回,
2018-11-27,16,0.9829,0.9829,1.33,开放申购,开放赎回,
2018-11-28,17,0.9985,0.9985,1.59,开放申购,开放赎回,
2018-11-29,18,0.9816,0.9816,-1.69,开放申购,开放赎回,
2018-11-30,19,0.9931,0.9931,1.17,开放申购,开放赎回,
2018-12-03,20,1.0146,1.0146,2.16,开放申购,开放赎回,
2018-12-04,21,1.0132,1.0132,-0.14,开放申购,开放赎回,
2018-12-05,22,1.0237,1.0237,1.04,开放申购,开放赎回,
2018-12-06,23,1.0081,1.0081,-1.52,开放申购,开放赎回,
2018-12-07,24,1.0089,1.0089,0.08,开放申购,开放赎回,
2018-12-10,25,1.0063,1.0063,-0.26,开放申购,开放赎回,
2018-12-11,26,1.0149,1.0149,0.85,开放申购,开放赎回,
2018-12-12,27,1.0193,1.0193,0.43,开放申购,开放赎回,
2018-12-13,28,1.031,1.031,1.15,开放申购,开放赎回,
2018-12-14,29,1.0172,1.0172,-1.34,开放申购,开放赎回,
2018-12-17,30,1.0092,1.0092,-0.79,开放申购,开放赎回,
2018-12-18,31,1.0034,1.0034,-0.57,开放申购,开放赎回,
2018-12-19,32,0.994,0.994,-0.94,开放申购,开放赎回,
2018-12-20,33,0.9996,0.9996,0.56,开放申购,开放赎回,
2018-12-21,34,0.9933,0.9933,-0.63,开放申购,开放赎回,
2018-12-24,35,1.0027,1.0027,0.95,开放申购,开放赎回,
2018-12-25,36,0.9996,0.9996,-0.31,开放申购,开放赎回,
2018-12-26,37,0.9931,0.9931,-0.65,开放申购,开放赎回,
2018-12-27,38,0.988,0.988,-0.51,开放申购,开放赎回,
2018-12-28,39,0.9879,0.9879,-0.01,开放申购,开放赎回,
2018-12-31,0,0.988,0.988,,开放申购,开放赎回,
2019-01-02,1,0.9841,0.9841,-0.38,开放申购,开放赎回,
2019-01-03,2,0.9817,0.9817,-0.24,开放申购,开放赎回,
2019-01-04,3,0.9942,0.9942,1.27,开放申购,开放赎回,
2019-01-07,4,1.0049,1.0049,1.08,开放申购,开放赎回,
2019-01-08,5,1.0117,1.0117,0.68,开放申购,开放赎回,
2019-01-09,6,1.0085,1.0085,-0.32,开放申购,开放赎回,
2019-01-10,7,1.0021,1.0021,-0.63,开放申购,开放赎回,
2019-01-11,8,1.008,1.008,0.59,开放申购,开放赎回,
2019-01-14,9,0.9997,0.9997,-0.82,开放申购,开放赎回,
2019-01-15,10,1.0111,1.0111,1.14,开放申购,开放赎回,
2019-01-16,11,1.0149,1.0149,0.38,开放申购,开放赎回,
2019-01-17,12,1.0044,1.0044,-1.03,开放申购,开放赎回,
2019-01-18,13,1.0141,1.0141,0.97,开放申购,开放赎回,
2019-01-21,14,1.0185,1.0185,0.43,开放申购,开放赎回,
2019-01-22,15,1.0191,1.0191,0.06,开放申购,开放赎回,
2019-01-23,16,1.0199,1.0199,0.08,开放申购,开放赎回,
2019-01-24,17,1.0299,1.0299,0.98,开放申购,开放赎回,
2019-01-25,18,1.0348,1.0348,0.48,开放申购,开放赎回,
2019-01-28,19,1.0349,1.0349,0.01,开放申购,开放赎回,
2019-01-29,20,1.0314,1.0314,-0.34,开放申购,开放赎回,
2019-01-30,21,1.0259,1.0259,-0.53,开放申购,开放赎回,
2019-01-31,22,1.0212,1.0212,-0.46,开放申购,开放赎回,
2019-02-01,23,1.043,1.043,2.13,开放申购,开放赎回,
2019-02-11,24,1.0706,1.0706,2.65,开放申购,开放赎回,
2019-02-12,25,1.0789,1.0789,0.78,开放申购,开放赎回,
2019-02-13,26,1.1021,1.1021,2.15,开放申购,开放赎回,
2019-02-14,27,1.1138,1.1138,1.06,开放申购,开放赎回,
2019-02-15,28,1.0979,1.0979,-1.43,开放申购,开放赎回,
2019-02-18,29,1.1372,1.1372,3.58,开放申购,开放赎回,
2019-02-19,30,1.1286,1.1286,-0.76,开放申购,开放赎回,
2019-02-20,31,1.1379,1.1379,0.82,开放申购,开放赎回,
2019-02-21,32,1.134,1.134,-0.34,开放申购,开放赎回,
2019-02-22,33,1.1651,1.1651,2.74,开放申购,开放赎回,
2019-02-25,34,1.2255,1.2255,5.18,开放申购,开放赎回,
2019-02-26,35,1.2364,1.2364,0.89,开放申购,开放赎回,
2019-02-27,36,1.2273,1.2273,-0.74,开放申购,开放赎回,
2019-02-28,37,1.249,1.249,1.77,开放申购,开放赎回,
2019-03-01,38,1.2588,1.2588,0.78,开放申购,开放赎回,
2019-03-04,39,1.2832,1.2832,1.94,开放申购,开放赎回,
2019-03-05,0,1.331,1.331,3.73,开放申购,开放赎回,
2019-03-06,1,1.3379,1.3379,0.52,开放申购,开放赎回,
2019-03-07,2,1.344,1.344,0.46,开放申购,开放赎回,
2019-03-08,3,1.3311,1.3311,-0.96,开放申购,开放赎回,
2019-03-11,4,1.4085,1.4085,5.81,开放申购,开放赎回,
2019-03-12,5,1.4439,1.4439,2.51,开放申购,开放赎回,
2019-03-13,6,1.4058,1.4058,-2.64,开放申购,开放赎回,
2019-03-14,7,1.3758,1.3758,-2.13,开放申购,开放赎回,
2019-03-15,8,1.3945,1.3945,1.36,开放申购,开放赎回,
2019-03-18,9,1.4302,1.4302,2.56,开放申购,开放赎回,
2019-03-19,10,1.4342,1.4342,0.28,开放申购,开放赎回,
2019-03-20,11,1.4193,1.4193,-1.04,开放申购,开放赎回,
2019-03-21,12,1.4377,1.4377,1.3,开放申购,开放赎回,
2019-03-22,13,1.4319,1.4319,-0.4,开放申购,开放赎回,
2019-03-25,14,1.4188,1.4188,-0.91,开放申购,开放赎回,
2019-03-26,15,1.3876,1.3876,-2.2,开放申购,开放赎回,
2019-03-27,16,1.3974,1.3974,0.71,开放申购,开放赎回,
2019-03-28,17,1.3808,1.3808,-1.19,开放申购,开放赎回,
2019-03-29,18,1.4347,1.4347,3.9,开放申购,开放赎回,
2019-04-01,19,1.4839,1.4839,3.43,开放申购,开放赎回,
2019-04-02,20,1.5047,1.5047,1.4,开放申购,开放赎回,
2019-04-03,21,1.5161,1.5161,0.76,开放申购,开放赎回,
2019-04-04,22,1.5121,1.5121,-0.26,开放申购,开放赎回,
2019-04-08,23,1.497,1.497,-1.0,开放申购,开放赎回,
2019-04-09,24,1.5116,1.5116,0.98,开放申购,开放赎回,
2019-04-10,25,1.5104,1.5104,-0.08,开放申购,开放赎回,
2019-04-11,26,1.4741,1.4741,-2.4,开放申购,开放赎回,
2019-04-12,27,1.462,1.462,-0.82,开放申购,开放赎回,
2019-04-15,28,1.4444,1.4444,-1.2,开放申购,开放赎回,
2019-04-16,29,1.4798,1.4798,2.45,开放申购,开放赎回,
2019-04-17,30,1.5004,1.5004,1.39,开放申购,开放赎回,
2019-04-18,31,1.4975,1.4975,-0.19,开放申购,开放赎回,
2019-04-19,32,1.4908,1.4908,-0.45,开放申购,开放赎回,
2019-04-22,33,1.4505,1.4505,-2.7,开放申购,开放赎回,
2019-04-23,34,1.4442,1.4442,-0.43,开放申购,开放赎回,
2019-04-24,35,1.4556,1.4556,0.79,开放申购,开放赎回,
2019-04-25,36,1.4123,1.4123,-2.97,开放申购,开放赎回,
2019-04-26,37,1.4098,1.4098,-0.18,开放申购,开放赎回,
2019-04-29,38,1.3779,1.3779,-2.26,开放申购,开放赎回,
2019-04-30,39,1.3722,1.3722,-0.41,开放申购,开放赎回,
2019-05-06,0,1.262,1.262,-8.03,开放申购,开放赎回,
2019-05-07,1,1.2637,1.2637,0.13,开放申购,开放赎回,
2019-05-08,2,1.2547,1.2547,-0.71,开放申购,开放赎回,
2019-05-09,3,1.2436,1.2436,-0.88,开放申购,开放赎回,
2019-05-10,4,1.2992,1.2992,4.47,开放申购,开放赎回,
2019-05-13,5,1.28,1.28,-1.48,开放申购,开放赎回,
2019-05-14,6,1.268,1.268,-0.94,开放申购,开放赎回,
2019-05-15,7,1.2979,1.2979,2.36,开放申购,开放赎回,
2019-05-16,8,1.2984,1.2984,0.04,开放申购,开放赎回,
2019-05-17,9,1.2575,1.2575,-3.15,开放申购,开放赎回,
2019-05-20,10,1.2472,1.2472,-0.82,开放申购,开放赎回,
2019-05-21,11,1.2612,1.2612,1.12,开放申购,开放赎回,
2019-05-22,12,1.2605,1.2605,-0.06,开放申购,开放赎回,
2019-05-23,13,1.2257,1.2257,-2.76,开放申购,开放赎回,
2019-05-24,14,1.2218,1.2218,-0.32,开放申购,开放赎回,
2019-05-27,15,1.2582,1.2582,2.98,开放申购,开放赎回,
2019-05-28,16,1.2632,1.2632,0.4,开放申购,开放赎回,
2019-05-29,17,1.2641,1.2641,0.07,开放申购,开放赎回,
2019-05-30,18,1.2591,1.2591,-0.4,开放申购,开放赎回,
2019-05-31,19,1.2646,1.2646,0.44,开放申购,开放赎回,
2019-06-03,20,1.2613,1.2613,-0.26,开放申购,开放赎回,
2019-06-04,21,1.2548,1.2548,-0.52,开放申购,开放赎回,
2019-06-05,22,1.2624,1.2624,0.61,开放申购,开放赎回,
2019-06-06,23,1.2429,1.2429,-1.54,开放申购,开放赎回,
2019-06-10,24,1.2609,1.2609,1.45,开放申购,开放赎回,
2019-06-11,25,1.2887,1.2887,2.2,开放申购,开放赎回,
2019-06-12,26,1.2806,1.2806,-0.63,开放申购,开放赎回,
2019-06-13,27,1.2788,1.2788,-0.14,开放申购,开放赎回,
2019-06-14,28,1.2575,1.2575,-1.67,开放申购,开放赎回,
2019-06-17,29,1.258,1.258,0.04,开放申购,开放赎回,
2019-06-18,30,1.2574,1.2574,-0.05,开放申购,开放赎回,
2019-06-19,31,1.2806,1.2806,1.85,开放申购,开放赎回,
2019-06-20,32,1.3055,1.3055,1.94,开放申购,开放赎回,
2019-06-21,33,1.3277,1.3277,1.7,开放申购,开放赎回,
2019-06-24,34,1.317,1.317,-0.81,开放申购,开放赎回,
2019-06-25,35,1.3122,1.3122,-0.36,开放申购,开放赎回,
2019-06-26,36,1.3302,1.3302,1.37,开放申购,开放赎回,
2019-06-27,37,1.3764,1.3764,3.47,开放申购,开放赎回,
2019-06-28,38,1.367,1.367,-0.68,开放申购,开放赎回,
2019-06-30,39,1.3669,1.3669,,开放申购,开放赎回,
2019-07-01,0,1.4344,1.4344,4.93,开放申购,开放赎回,
2019-07-02,1,1.4295,1.4295,-0.34,开放申购,开放赎回,
2019-07-03,2,1.4157,1.4157,-0.97,开放申购,开放赎回,
2019-07-04,3,1.3912,1.3912,-1.73,开放申购,开放赎回,
2019-07-05,4,1.3996,1.3996,0.6,开放申购,开放赎回,
2019-07-08,5,1.3585,1.3585,-2.94,开放申购,开放赎回,
2019-07-09,6,1.3653,1.3653,0.5,开放申购,开放赎回,
2019-07-10,7,1.3667,1.3667,0.1,开放申购,开放赎回,
2019-07-11,8,1.364,1.364,-0.2,开放申购,开放赎回,
2019-07-12,9,1.3641,1.3641,0.01,开放申购,开放赎回,
2019-07-15,10,1.3784,1.3784,1.05,开放申购,开放赎回,
2019-07-16,11,1.39,1.39,0.84,开放申购,开放赎回,
2019-07-17,12,1.3983,1.3983,0.6,开放申购,开放赎回,
2019-07-18,13,1.3767,1.3767,-1.54,开放申购,开放赎回,
2019-07-19,14,1.3835,1.3835,0.49,开放申购,开放赎回,
2019-07-22,15,1.3785,1.3785,-0.36,开放申购,开放赎回,
2019-07-23,16,1.3925,1.3925,1.02,开放申购,开放赎回,
2019-07-24,17,1.4363,1.4363,3.15,开放申购,开放赎回,
2019-07-25,18,1.4479,1.4479,0.81,开放申购,开放赎回,
2019-07-26,19,1.4466,1.4466,-0.09,开放申购,开放赎回,
2019-07-29,20,1.4579,1.4579,0.78,开放申购,开放赎回,
2019-07-30,21,1.4525,1.4525,-0.37,开放申购,开放赎回,
2019-07-31,22,1.4629,1.4629,0.72,开放申购,开放赎回,
2019-08-01,23,1.4631,1.4631,0.01,开放申购,开放赎回,
2019-08-02,24,1.4344,1.4344,-1.96,开放申购,开放赎回,
2019-08-05,25,1.4188,1.4188,-1.09,开放申购,开放赎回,
2019-08-06,26,1.4092,1.4092,-0.68,开放申购,开放赎回,
2019-08-07,27,1.4201,1.4201,0.77,开放申购,开放赎回,
2019-08-08,28,1.4558,1.4558,2.51,开放申购,开放赎回,
2019-08-09,29,1.449,1.449,-0.47,开放申购,开放赎回,
2019-08-12,30,1.5175,1.5175,4.73,开放申购,开放赎回,
2019-08-13,31,1.5177,1.5177,0.01,开放申购,开放赎回,
2019-08-14,32,1.515,1.515,-0.18,开放申购,开放赎回,
2019-08-15,33,1.5363,1.5363,1.41,开放申购,开放赎回,
2019-08-16,34,1.5467,1.5467,0.68,开放申购,开放赎回,
2019-08-19,35,1.6042,1.6042,3.72,开放申购,开放赎回,
2019-08-20,36,1.601,1.601,-0.2,开放申购,开放赎回,
2019-08-21,37,1.6196,1.6196,1.16,开放申购,开放赎回,
2019-08-22,38,1.606,1.606,-0.84,开放申购,开放赎回,
2019-08-23,39,1.6083,1.6083,0.14,开放申购,开放赎回,
2019-08-26,0,1.5985,1.5985,-0.61,开放申购,开放赎回,
2019-08-27,1,1.6264,1.6264,1.75,开放申购,开放赎回,
2019-08-28,2,1.6189,1.6189,-0.46,开放申购,开放赎回,
2019-08-29,3,1.6432,1.6432,1.5,开放申购,开放赎回,
2019-08-30,4,1.6206,1.6206,-1.38,开放申购,开放赎回,
2019-09-02,5,1.6836,1.6836,3.89,开放申购,开放赎回,
2019-09-03,6,1.7265,1.7265,2.55,开放申购,开放赎回,
2019-09-04,7,1.729,1.729,0.14,开放申购,开放赎回,
2019-09-05,8,1.7442,1.7442,0.88,开放申购,开放赎回,
2019-09-06,9,1.7313,1.7313,-0.74,开放申购,开放赎回,
2019-09-09,10,1.8114,1.8114,4.63,开放申购,开放赎回,
2019-09-10,11,1.7885,1.7885,-1.26,开放申购,开放赎回,
2019-09-11,12,1.764,1.764,-1.37,开放申购,开放赎回,
2019-09-12,13,1.7435,1.7435,-1.16,开放申购,开放赎回,
2019-09-16,14,1.7623,1.7623,1.08,开放申购,开放赎回,
2019-09-17,15,1.7472,1.7472,-0.86,开放申购,开放赎回,
2019-09-18,16,1.7527,1.7527,0.31,开放申购,开放赎回,
2019-09-19,17,1.8023,1.8023,2.83,开放申购,开放赎回,
2019-09-20,18,1.8218,1.8218,1.08,开放申购,开放赎回,
2019-09-23,19,1.8433,1.8433,1.18,开放申购,开放赎回,
2019-09-24,20,1.8458,1.8458,0.14,开放申购,开放赎回,
2019-09-25,21,1.7844,1.7844,-3.33,开放申购,开放赎回,
2019-09-26,22,1.7112,1.7112,-4.1,开放申购,开放赎回,
2019-09-27,23,1.7537,1.7537,2.48,开放申购,开放赎回,
2019-09-30,24,1.7032,1.7032,-2.88,开放申购,开放赎回,
2019-10-08,25,1.6638,1.6638,-2.31,开放申购,开放赎回,
2019-10-09,26,1.679,1.679,0.91,开放申购,开放赎回,
2019-10-10,27,1.7159,1.7159,2.2,开放申购,开放赎回,
2019-10-11,28,1.7245,1.7245,0.5,开放申购,开放赎回,
2019-10-14,29,1.7639,1.7639,2.28,开放申购,开放赎回,
2019-10-15,30,1.7356,1.7356,-1.6,开放申购,开放赎回,
2019-10-16,31,1.7313,1.7313,-0.25,开放申购,开放赎回,
2019-10-17,32,1.734,1.734,0.16,开放申购,开放赎回,
2019-10-18,33,1.7112,1.7112,-1.31,开放申购,开放赎回,
2019-10-21,34,1.6974,1.6974,-0.81,开放申购,开放赎回,
2019-10-22,35,1.73,1.73,1.92,开放申购,开放赎回,
2019-10-23,36,1.7294,1.7294,-0.03,开放申购,开放赎回,
2019-10-24,37,1.7212,1.7212,-0.47,开放申购,开放赎回,
2019-10-25,38,1.7434,1.7434,1.29,开放申购,开放赎回,
2019-10-28,39,1.7714,1.7714,1.61,开放申购,开放赎回,
2019-10-29,0,1.7427,1.7427,-1.62,开放申购,开放赎回,
2019-10-30,1,1.7548,1.7548,0.69,开放申购,开放赎回,
2019-10-31,2,1.7375,1.7375,-0.99,开放申购,开放赎回,
2019-11-01,3,1.7535,1.7535,0.92,开放申购,开放赎回,
2019-11-04,4,1.7655,1.7655,0.68,开放申购,开放赎回,
2019-11-05,5,1.8027,1.8027,2.11,开放申购,开放赎回,
