净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-04-19,1.03,1.17,-0.1,暂停申购,暂停赎回,nan
2016-04-20,1.029,1.169,-0.1,暂停申购,暂停赎回,nan
2016-04-21,1.028,1.168,-0.1,暂停申购,暂停赎回,nan
2016-04-22,1.027,1.167,-0.1,暂停申购,暂停赎回,nan
2016-04-25,1.024,1.164,-0.29,暂停申购,暂停赎回,nan
2016-04-26,1.024,1.164,0.0,暂停申购,暂停赎回,nan
2016-04-27,1.024,1.164,0.0,暂停申购,暂停赎回,nan
2016-04-28,1.025,1.165,0.1,暂停申购,暂停赎回,nan
2016-04-29,1.025,1.165,0.0,暂停申购,暂停赎回,nan
2016-05-03,1.026,1.166,0.1,暂停申购,暂停赎回,nan
2016-05-04,1.026,1.166,0.0,暂停申购,暂停赎回,nan
2016-05-05,1.027,1.167,0.1,暂停申购,暂停赎回,nan
2016-05-06,1.027,1.167,0.0,暂停申购,暂停赎回,nan
2016-05-09,1.028,1.168,0.1,暂停申购,暂停赎回,nan
2016-05-10,1.029,1.169,0.1,暂停申购,暂停赎回,nan
2016-05-11,1.029,1.169,0.0,暂停申购,暂停赎回,nan
2016-05-12,1.029,1.169,0.0,暂停申购,暂停赎回,nan
2016-05-13,1.03,1.17,0.1,暂停申购,暂停赎回,nan
2016-05-16,1.03,1.17,0.0,暂停申购,暂停赎回,nan
2016-05-17,1.03,1.17,0.0,暂停申购,暂停赎回,nan
2016-05-18,1.03,1.17,0.0,暂停申购,暂停赎回,nan
2016-05-19,1.029,1.169,-0.1,暂停申购,暂停赎回,nan
2016-05-20,1.029,1.169,0.0,暂停申购,暂停赎回,nan
2016-05-23,1.03,1.17,0.1,暂停申购,暂停赎回,nan
2016-05-24,1.03,1.17,0.0,暂停申购,暂停赎回,nan
2016-05-25,1.03,1.17,0.0,暂停申购,暂停赎回,nan
2016-05-26,1.03,1.17,0.0,暂停申购,暂停赎回,nan
2016-05-27,1.03,1.17,0.0,暂停申购,暂停赎回,nan
2016-05-30,1.031,1.171,0.1,暂停申购,暂停赎回,nan
2016-05-31,1.031,1.171,0.0,暂停申购,暂停赎回,nan
2016-06-01,1.031,1.171,0.0,暂停申购,暂停赎回,nan
2016-06-02,1.03,1.17,-0.1,暂停申购,暂停赎回,nan
2016-06-03,1.031,1.171,0.1,暂停申购,暂停赎回,nan
2016-06-06,1.031,1.171,0.0,暂停申购,暂停赎回,nan
2016-06-07,1.031,1.171,0.0,暂停申购,暂停赎回,nan
2016-06-08,1.031,1.171,0.0,开放申购,开放赎回,nan
2016-06-13,1.032,1.172,0.1,暂停申购,暂停赎回,nan
2016-06-14,1.032,1.172,0.0,暂停申购,暂停赎回,nan
2016-06-15,1.033,1.173,0.1,暂停申购,暂停赎回,nan
2016-06-16,1.033,1.173,0.0,暂停申购,暂停赎回,nan
2016-06-17,1.033,1.173,0.0,暂停申购,暂停赎回,nan
2016-06-20,1.034,1.174,0.1,暂停申购,暂停赎回,nan
2016-06-21,1.034,1.174,0.0,暂停申购,暂停赎回,nan
2016-06-22,1.034,1.174,0.0,暂停申购,暂停赎回,nan
2016-06-23,1.034,1.174,0.0,暂停申购,暂停赎回,nan
2016-06-24,1.035,1.175,0.1,暂停申购,暂停赎回,nan
2016-06-27,1.023,1.176,0.06,暂停申购,暂停赎回,每份派现金0.0126元
2016-06-28,1.023,1.176,0.0,暂停申购,暂停赎回,nan
2016-06-29,1.023,1.176,0.0,暂停申购,暂停赎回,nan
2016-06-30,1.024,1.177,0.1,暂停申购,暂停赎回,nan
2016-07-01,1.025,1.178,0.1,暂停申购,暂停赎回,nan
2016-07-04,1.026,1.179,0.1,暂停申购,暂停赎回,nan
2016-07-05,1.026,1.179,0.0,暂停申购,暂停赎回,nan
2016-07-06,1.026,1.179,0.0,暂停申购,暂停赎回,nan
2016-07-07,1.027,1.18,0.1,暂停申购,暂停赎回,nan
2016-07-08,1.028,1.181,0.1,暂停申购,暂停赎回,nan
2016-07-11,1.029,1.182,0.1,暂停申购,暂停赎回,nan
2016-07-12,1.029,1.182,0.0,暂停申购,暂停赎回,nan
2016-07-13,1.028,1.181,-0.1,暂停申购,暂停赎回,nan
2016-07-14,1.029,1.182,0.1,暂停申购,暂停赎回,nan
2016-07-15,1.029,1.182,0.0,暂停申购,暂停赎回,nan
2016-07-18,1.029,1.182,0.0,暂停申购,暂停赎回,nan
2016-07-19,1.03,1.183,0.1,暂停申购,暂停赎回,nan
2016-07-20,1.031,1.184,0.1,暂停申购,暂停赎回,nan
2016-07-21,1.032,1.185,0.1,暂停申购,暂停赎回,nan
2016-07-22,1.032,1.185,0.0,暂停申购,暂停赎回,nan
2016-07-25,1.032,1.185,0.0,暂停申购,暂停赎回,nan
2016-07-26,1.032,1.185,0.0,暂停申购,暂停赎回,nan
2016-07-27,1.032,1.185,0.0,暂停申购,暂停赎回,nan
2016-07-28,1.033,1.186,0.1,暂停申购,暂停赎回,nan
2016-07-29,1.033,1.186,0.0,暂停申购,暂停赎回,nan
2016-08-01,1.034,1.187,0.1,暂停申购,暂停赎回,nan
2016-08-02,1.034,1.187,0.0,暂停申购,暂停赎回,nan
2016-08-03,1.034,1.187,0.0,暂停申购,暂停赎回,nan
2016-08-04,1.034,1.187,0.0,暂停申购,暂停赎回,nan
2016-08-05,1.035,1.188,0.1,暂停申购,暂停赎回,nan
2016-08-08,1.036,1.189,0.1,暂停申购,暂停赎回,nan
2016-08-09,1.036,1.189,0.0,暂停申购,暂停赎回,nan
2016-08-10,1.036,1.189,0.0,暂停申购,暂停赎回,nan
2016-08-11,1.036,1.189,0.0,暂停申购,暂停赎回,nan
2016-08-12,1.037,1.19,0.1,暂停申购,暂停赎回,nan
2016-08-15,1.038,1.191,0.1,暂停申购,暂停赎回,nan
2016-08-16,1.038,1.191,0.0,暂停申购,暂停赎回,nan
2016-08-17,1.037,1.19,-0.1,暂停申购,暂停赎回,nan
2016-08-18,1.038,1.191,0.1,暂停申购,暂停赎回,nan
2016-08-19,1.037,1.19,-0.1,暂停申购,暂停赎回,nan
2016-08-22,1.038,1.191,0.1,暂停申购,暂停赎回,nan
2016-08-23,1.037,1.19,-0.1,暂停申购,暂停赎回,nan
2016-08-24,1.036,1.189,-0.1,暂停申购,暂停赎回,nan
2016-08-25,1.037,1.19,0.1,暂停申购,暂停赎回,nan
2016-08-26,1.037,1.19,0.0,暂停申购,暂停赎回,nan
2016-08-29,1.037,1.19,0.0,暂停申购,暂停赎回,nan
2016-08-30,1.036,1.189,-0.1,暂停申购,暂停赎回,nan
2016-08-31,1.037,1.19,0.1,暂停申购,暂停赎回,nan
2016-09-01,1.036,1.189,-0.1,暂停申购,暂停赎回,nan
2016-09-02,1.037,1.19,0.1,暂停申购,暂停赎回,nan
2016-09-05,1.037,1.19,0.0,暂停申购,暂停赎回,nan
2016-09-06,1.037,1.19,0.0,暂停申购,暂停赎回,nan
2016-09-07,1.037,1.19,0.0,暂停申购,暂停赎回,nan
2016-09-08,1.037,1.19,0.0,开放申购,开放赎回,nan
2016-09-09,1.037,1.19,0.0,暂停申购,暂停赎回,nan
2016-09-12,1.037,1.19,0.0,暂停申购,暂停赎回,nan
2016-09-13,1.037,1.19,0.0,暂停申购,暂停赎回,nan
2016-09-14,1.038,1.191,0.1,暂停申购,暂停赎回,nan
2016-09-19,1.038,1.191,0.0,暂停申购,暂停赎回,nan
2016-09-20,1.038,1.191,0.0,暂停申购,暂停赎回,nan
2016-09-21,1.038,1.191,0.0,暂停申购,暂停赎回,nan
2016-09-22,1.038,1.191,0.0,暂停申购,暂停赎回,nan
2016-09-23,1.039,1.192,0.1,暂停申购,暂停赎回,nan
2016-09-26,1.039,1.192,0.0,暂停申购,暂停赎回,nan
2016-09-27,1.028,1.192,-0.02,暂停申购,暂停赎回,每份派现金0.0108元
2016-09-28,1.028,1.192,0.0,暂停申购,暂停赎回,nan
2016-09-29,1.029,1.193,0.1,暂停申购,暂停赎回,nan
2016-09-30,1.029,1.193,0.0,暂停申购,暂停赎回,nan
2016-10-10,1.03,1.194,0.1,暂停申购,暂停赎回,nan
2016-10-11,1.03,1.194,0.0,暂停申购,暂停赎回,nan
2016-10-12,1.03,1.194,0.0,暂停申购,暂停赎回,nan
2016-10-13,1.031,1.195,0.1,暂停申购,暂停赎回,nan
2016-10-14,1.031,1.195,0.0,暂停申购,暂停赎回,nan
2016-10-17,1.031,1.195,0.0,暂停申购,暂停赎回,nan
2016-10-18,1.031,1.195,0.0,暂停申购,暂停赎回,nan
2016-10-19,1.032,1.196,0.1,暂停申购,暂停赎回,nan
2016-10-20,1.032,1.196,0.0,暂停申购,暂停赎回,nan
2016-10-21,1.032,1.196,0.0,暂停申购,暂停赎回,nan
2016-10-24,1.032,1.196,0.0,暂停申购,暂停赎回,nan
2016-10-25,1.032,1.196,0.0,暂停申购,暂停赎回,nan
2016-10-26,1.031,1.195,-0.1,暂停申购,暂停赎回,nan
2016-10-27,1.03,1.194,-0.1,暂停申购,暂停赎回,nan
2016-10-28,1.031,1.195,0.1,暂停申购,暂停赎回,nan
2016-10-31,1.031,1.195,0.0,暂停申购,暂停赎回,nan
2016-11-01,1.03,1.194,-0.1,暂停申购,暂停赎回,nan
2016-11-02,1.03,1.194,0.0,暂停申购,暂停赎回,nan
2016-11-03,1.031,1.195,0.1,暂停申购,暂停赎回,nan
2016-11-04,1.031,1.195,0.0,暂停申购,暂停赎回,nan
2016-11-07,1.031,1.195,0.0,暂停申购,暂停赎回,nan
2016-11-08,1.031,1.195,0.0,暂停申购,暂停赎回,nan
2016-11-09,1.031,1.195,0.0,暂停申购,暂停赎回,nan
2016-11-10,1.031,1.195,0.0,暂停申购,暂停赎回,nan
2016-11-11,1.03,1.194,-0.1,暂停申购,暂停赎回,nan
2016-11-14,1.03,1.194,0.0,暂停申购,暂停赎回,nan
2016-11-15,1.029,1.193,-0.1,暂停申购,暂停赎回,nan
2016-11-16,1.029,1.193,0.0,暂停申购,暂停赎回,nan
2016-11-17,1.028,1.192,-0.1,暂停申购,暂停赎回,nan
2016-11-18,1.028,1.192,0.0,暂停申购,暂停赎回,nan
2016-11-21,1.028,1.192,0.0,暂停申购,暂停赎回,nan
2016-11-22,1.028,1.192,0.0,暂停申购,暂停赎回,nan
2016-11-23,1.028,1.192,0.0,暂停申购,暂停赎回,nan
2016-11-24,1.028,1.192,0.0,暂停申购,暂停赎回,nan
2016-11-25,1.027,1.191,-0.1,暂停申购,暂停赎回,nan
2016-11-28,1.027,1.191,0.0,暂停申购,暂停赎回,nan
2016-11-29,1.026,1.19,-0.1,暂停申购,暂停赎回,nan
2016-11-30,1.025,1.189,-0.1,暂停申购,暂停赎回,nan
2016-12-01,1.023,1.187,-0.2,暂停申购,暂停赎回,nan
2016-12-02,1.022,,-0.1,暂停申购,暂停赎回,nan
2016-12-05,1.022,1.186,0.0,暂停申购,暂停赎回,nan
2016-12-06,1.02,1.184,-0.2,暂停申购,暂停赎回,nan
2016-12-07,1.019,1.183,-0.1,暂停申购,暂停赎回,nan
2016-12-08,1.02,1.184,0.1,开放申购,开放赎回,nan
2016-12-09,1.019,1.183,-0.1,暂停申购,暂停赎回,nan
2016-12-12,1.019,1.183,0.0,暂停申购,暂停赎回,nan
2016-12-13,1.017,1.181,-0.2,暂停申购,暂停赎回,nan
2016-12-14,1.015,1.179,-0.2,暂停申购,暂停赎回,nan
2016-12-15,1.01,1.174,-0.49,暂停申购,暂停赎回,nan
2016-12-16,1.01,1.174,0.0,暂停申购,暂停赎回,nan
2016-12-19,1.008,1.172,-0.2,暂停申购,暂停赎回,nan
2016-12-20,1.006,1.17,-0.2,暂停申购,暂停赎回,nan
2016-12-21,1.007,1.171,0.1,暂停申购,暂停赎回,nan
2016-12-22,1.009,1.173,0.2,暂停申购,暂停赎回,nan
2016-12-23,0.999,1.174,0.11,暂停申购,暂停赎回,每份派现金0.0111元
2016-12-26,1.0,1.175,0.1,暂停申购,暂停赎回,nan
2016-12-27,1.001,1.176,0.1,暂停申购,暂停赎回,nan
2016-12-28,1.001,1.176,0.0,暂停申购,暂停赎回,nan
2016-12-29,1.002,1.177,0.1,暂停申购,暂停赎回,nan
2016-12-30,1.003,1.178,0.1,暂停申购,暂停赎回,nan
2016-12-31,1.003,1.178,0.0,暂停申购,暂停赎回,nan
2017-01-03,1.004,1.179,0.1,暂停申购,暂停赎回,nan
2017-01-04,1.005,1.18,0.1,暂停申购,暂停赎回,nan
2017-01-05,1.005,1.18,0.0,暂停申购,暂停赎回,nan
2017-01-06,1.005,1.18,0.0,暂停申购,暂停赎回,nan
2017-01-09,1.006,1.181,0.1,暂停申购,暂停赎回,nan
2017-01-10,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-01-11,1.007,1.182,0.1,暂停申购,暂停赎回,nan
2017-01-12,1.007,1.182,0.0,暂停申购,暂停赎回,nan
2017-01-13,1.008,1.183,0.1,暂停申购,暂停赎回,nan
2017-01-16,1.008,1.183,0.0,暂停申购,暂停赎回,nan
2017-01-17,1.007,1.182,-0.1,暂停申购,暂停赎回,nan
2017-01-18,1.006,1.181,-0.1,暂停申购,暂停赎回,nan
2017-01-19,1.005,1.18,-0.1,暂停申购,暂停赎回,nan
2017-01-20,1.006,1.181,0.1,暂停申购,暂停赎回,nan
2017-01-23,1.007,1.182,0.1,暂停申购,暂停赎回,nan
2017-01-24,1.007,1.182,0.0,暂停申购,暂停赎回,nan
2017-01-25,1.006,1.181,-0.1,暂停申购,暂停赎回,nan
2017-01-26,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-02-03,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-02-06,1.005,1.18,-0.1,暂停申购,暂停赎回,nan
2017-02-07,1.004,1.179,-0.1,暂停申购,暂停赎回,nan
2017-02-08,1.004,1.179,0.0,暂停申购,暂停赎回,nan
2017-02-09,1.004,1.179,0.0,暂停申购,暂停赎回,nan
2017-02-10,1.004,1.179,0.0,暂停申购,暂停赎回,nan
2017-02-13,1.005,1.18,0.1,暂停申购,暂停赎回,nan
2017-02-14,1.005,1.18,0.0,暂停申购,暂停赎回,nan
2017-02-15,1.005,1.18,0.0,暂停申购,暂停赎回,nan
2017-02-16,1.005,1.18,0.0,暂停申购,暂停赎回,nan
2017-02-17,1.005,1.18,0.0,暂停申购,暂停赎回,nan
2017-02-20,1.005,1.18,0.0,暂停申购,暂停赎回,nan
2017-02-21,1.005,1.18,0.0,暂停申购,暂停赎回,nan
2017-02-22,1.005,1.18,0.0,暂停申购,暂停赎回,nan
2017-02-23,1.006,1.181,0.1,暂停申购,暂停赎回,nan
2017-02-24,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-02-27,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-02-28,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-03-01,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-03-02,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-03-03,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-03-06,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-03-07,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-03-08,1.006,1.181,0.0,开放申购,开放赎回,nan
2017-03-09,1.006,1.181,0.0,开放申购,开放赎回,nan
2017-03-10,1.006,1.181,0.0,开放申购,开放赎回,nan
2017-03-13,1.006,1.181,0.0,开放申购,开放赎回,nan
2017-03-14,1.006,1.181,0.0,开放申购,开放赎回,nan
2017-03-15,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-03-16,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-03-17,1.007,1.182,0.1,暂停申购,暂停赎回,nan
2017-03-20,1.007,1.182,0.0,暂停申购,暂停赎回,nan
2017-03-21,1.006,1.181,-0.1,暂停申购,暂停赎回,nan
2017-03-22,1.006,1.181,0.0,暂停申购,暂停赎回,nan
2017-03-23,1.0,1.181,-0.02,暂停申购,暂停赎回,每份派现金0.0058元
2017-03-24,1.001,1.182,0.1,暂停申购,暂停赎回,nan
2017-03-27,1.001,1.182,0.0,暂停申购,暂停赎回,nan
2017-03-28,1.002,1.183,0.1,暂停申购,暂停赎回,nan
2017-03-29,1.002,1.183,0.0,暂停申购,暂停赎回,nan
2017-03-30,1.002,1.183,0.0,暂停申购,暂停赎回,nan
2017-03-31,1.002,,0.0,暂停申购,暂停赎回,nan
2017-04-05,1.003,1.184,0.1,暂停申购,暂停赎回,nan
2017-04-06,1.003,1.184,0.0,暂停申购,暂停赎回,nan
2017-04-07,1.003,1.184,0.0,暂停申购,暂停赎回,nan
2017-04-10,1.004,1.185,0.1,暂停申购,暂停赎回,nan
2017-04-11,1.004,1.185,0.0,暂停申购,暂停赎回,nan
2017-04-12,1.004,1.185,0.0,暂停申购,暂停赎回,nan
2017-04-13,1.004,1.185,0.0,暂停申购,暂停赎回,nan
2017-04-14,1.004,,0.0,暂停申购,暂停赎回,nan
2017-04-17,1.003,1.184,-0.1,暂停申购,暂停赎回,nan
2017-04-18,1.003,1.184,0.0,暂停申购,暂停赎回,nan
2017-04-19,1.003,1.184,0.0,暂停申购,暂停赎回,nan
2017-04-20,1.002,1.183,-0.1,暂停申购,暂停赎回,nan
2017-04-21,1.002,,0.0,暂停申购,暂停赎回,nan
2017-04-24,1.002,1.183,0.0,暂停申购,暂停赎回,nan
2017-04-25,1.001,1.182,-0.1,暂停申购,暂停赎回,nan
2017-04-26,1.002,1.183,0.1,暂停申购,暂停赎回,nan
2017-04-27,1.002,1.183,0.0,暂停申购,暂停赎回,nan
2017-04-28,1.002,1.183,0.0,暂停申购,暂停赎回,nan
2017-05-02,1.003,1.184,0.1,暂停申购,暂停赎回,nan
2017-05-03,1.002,1.183,-0.1,暂停申购,暂停赎回,nan
2017-05-04,1.002,1.183,0.0,暂停申购,暂停赎回,nan
2017-05-05,1.002,,0.0,暂停申购,暂停赎回,nan
2017-05-08,1.001,1.182,-0.1,暂停申购,暂停赎回,nan
2017-05-09,1.001,1.182,0.0,暂停申购,暂停赎回,nan
2017-05-10,1.0,1.181,-0.1,暂停申购,暂停赎回,nan
2017-05-11,1.0,1.181,0.0,暂停申购,暂停赎回,nan
2017-05-12,1.0,,0.0,暂停申购,暂停赎回,nan
2017-05-15,1.0,1.181,0.0,暂停申购,暂停赎回,nan
2017-05-16,1.0,1.181,0.0,暂停申购,暂停赎回,nan
2017-05-17,1.0,1.181,0.0,暂停申购,暂停赎回,nan
2017-05-18,1.0,1.181,0.0,暂停申购,暂停赎回,nan
2017-05-19,1.0,,0.0,暂停申购,暂停赎回,nan
2017-05-22,1.0,1.181,0.0,暂停申购,暂停赎回,nan
2017-05-23,1.0,1.181,0.0,暂停申购,暂停赎回,nan
2017-05-24,1.0,1.181,0.0,暂停申购,暂停赎回,nan
2017-05-25,1.0,1.181,0.0,暂停申购,暂停赎回,nan
2017-05-26,1.0,,0.0,暂停申购,暂停赎回,nan
2017-05-31,1.001,1.182,0.1,暂停申购,暂停赎回,nan
2017-06-01,1.001,1.182,0.0,暂停申购,暂停赎回,nan
2017-06-02,1.001,,0.0,暂停申购,暂停赎回,nan
2017-06-05,1.002,1.183,0.1,暂停申购,暂停赎回,nan
2017-06-06,1.002,1.183,0.0,暂停申购,暂停赎回,nan
2017-06-07,1.002,1.183,0.0,暂停申购,暂停赎回,nan
2017-06-08,1.002,1.183,0.0,开放申购,开放赎回,nan
2017-06-09,1.003,,0.1,暂停申购,暂停赎回,nan
2017-06-12,1.003,1.184,0.0,暂停申购,暂停赎回,nan
2017-06-13,1.004,1.185,0.1,暂停申购,暂停赎回,nan
