净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
2016-02-22,0.95,1.16,0.64,限制大额申购,开放赎回,nan
2016-02-23,0.94,1.15,-1.05,限制大额申购,开放赎回,nan
2016-02-24,0.932,1.142,-0.85,限制大额申购,开放赎回,nan
2016-02-25,0.91,1.12,-2.36,限制大额申购,开放赎回,nan
2016-02-26,0.907,1.117,-0.33,限制大额申购,开放赎回,nan
2016-02-29,0.895,1.105,-1.32,限制大额申购,开放赎回,nan
2016-03-01,0.897,1.107,0.22,限制大额申购,开放赎回,nan
2016-03-02,0.922,1.132,2.79,限制大额申购,开放赎回,nan
2016-03-03,0.916,1.126,-0.65,限制大额申购,开放赎回,nan
2016-03-04,0.905,1.115,-1.2,限制大额申购,开放赎回,nan
2016-03-07,0.909,1.119,0.44,限制大额申购,开放赎回,nan
2016-03-08,0.913,1.123,0.44,限制大额申购,开放赎回,nan
2016-03-09,0.909,1.119,-0.44,限制大额申购,开放赎回,nan
2016-03-10,0.901,1.111,-0.88,限制大额申购,开放赎回,nan
2016-03-11,0.899,1.109,-0.22,限制大额申购,开放赎回,nan
2016-03-14,0.908,1.118,1.0,限制大额申购,开放赎回,nan
2016-03-15,0.907,1.117,-0.11,限制大额申购,开放赎回,nan
2016-03-16,0.905,1.115,-0.22,限制大额申购,开放赎回,nan
2016-03-17,0.916,1.126,1.22,限制大额申购,开放赎回,nan
2016-03-18,0.932,1.142,1.75,限制大额申购,开放赎回,nan
2016-03-21,0.94,1.15,0.86,限制大额申购,开放赎回,nan
2016-03-22,0.94,1.15,0.0,限制大额申购,开放赎回,nan
2016-03-23,0.942,1.152,0.21,限制大额申购,开放赎回,nan
2016-03-24,0.934,1.144,-0.85,限制大额申购,开放赎回,nan
2016-03-25,0.935,1.145,0.11,限制大额申购,开放赎回,nan
2016-03-28,0.931,1.141,-0.43,限制大额申购,开放赎回,nan
2016-03-29,0.923,1.133,-0.86,限制大额申购,开放赎回,nan
2016-03-30,0.93,1.14,0.76,限制大额申购,开放赎回,nan
2016-03-31,0.93,1.14,0.0,限制大额申购,开放赎回,nan
2016-04-01,0.927,1.137,-0.32,限制大额申购,开放赎回,nan
2016-04-05,0.944,1.154,1.83,限制大额申购,开放赎回,nan
2016-04-06,0.942,1.152,-0.21,限制大额申购,开放赎回,nan
2016-04-07,0.932,1.142,-1.06,限制大额申购,开放赎回,nan
2016-04-08,0.926,1.136,-0.64,限制大额申购,开放赎回,nan
2016-04-11,0.935,1.145,0.97,限制大额申购,开放赎回,nan
2016-04-12,0.936,1.146,0.11,限制大额申购,开放赎回,nan
2016-04-13,0.943,1.153,0.75,限制大额申购,开放赎回,nan
2016-04-14,0.946,1.156,0.32,限制大额申购,开放赎回,nan
2016-04-15,0.929,1.139,-1.8,限制大额申购,开放赎回,nan
2016-04-18,0.92,1.13,-0.97,限制大额申购,开放赎回,nan
2016-04-19,0.926,1.136,0.65,限制大额申购,开放赎回,nan
2016-04-20,0.906,1.116,-2.16,限制大额申购,开放赎回,nan
2016-04-21,0.897,1.107,-0.99,限制大额申购,开放赎回,nan
2016-04-22,0.898,1.108,0.11,限制大额申购,开放赎回,nan
2016-04-25,0.889,1.099,-1.0,限制大额申购,开放赎回,nan
2016-04-26,0.887,1.097,-0.23,限制大额申购,开放赎回,nan
2016-04-27,0.887,1.097,0.0,限制大额申购,开放赎回,nan
2016-04-28,0.881,1.091,-0.68,限制大额申购,开放赎回,nan
2016-04-29,0.879,1.089,-0.23,限制大额申购,开放赎回,nan
2016-05-03,0.89,1.1,1.25,限制大额申购,开放赎回,nan
2016-05-04,0.891,1.101,0.11,限制大额申购,开放赎回,nan
2016-05-05,0.892,1.102,0.11,限制大额申购,开放赎回,nan
2016-05-06,0.883,1.093,-1.01,限制大额申购,开放赎回,nan
2016-05-09,0.867,1.077,-1.81,限制大额申购,开放赎回,nan
2016-05-10,0.87,1.08,0.35,限制大额申购,开放赎回,nan
2016-05-11,0.858,1.068,-1.38,限制大额申购,开放赎回,nan
2016-05-12,0.857,1.067,-0.12,限制大额申购,开放赎回,nan
2016-05-13,0.855,1.065,-0.23,限制大额申购,开放赎回,nan
2016-05-16,0.861,1.071,0.7,限制大额申购,开放赎回,nan
2016-05-17,0.859,1.069,-0.23,限制大额申购,开放赎回,nan
2016-05-18,0.852,1.062,-0.81,限制大额申购,开放赎回,nan
2016-05-19,0.847,1.057,-0.59,限制大额申购,开放赎回,nan
2016-05-20,0.847,1.057,0.0,限制大额申购,开放赎回,nan
2016-05-23,0.851,1.061,0.47,限制大额申购,开放赎回,nan
2016-05-24,0.855,1.065,0.47,限制大额申购,开放赎回,nan
2016-05-25,0.851,1.061,-0.47,限制大额申购,开放赎回,nan
2016-05-26,0.853,1.063,0.24,限制大额申购,开放赎回,nan
2016-05-27,0.852,1.062,-0.12,限制大额申购,开放赎回,nan
2016-05-30,0.852,1.062,0.0,限制大额申购,开放赎回,nan
2016-05-31,0.863,1.073,1.29,限制大额申购,开放赎回,nan
2016-06-01,0.863,1.073,0.0,限制大额申购,开放赎回,nan
2016-06-02,0.862,1.072,-0.12,限制大额申购,开放赎回,nan
2016-06-03,0.864,1.074,0.23,限制大额申购,开放赎回,nan
2016-06-06,0.864,1.074,0.0,限制大额申购,开放赎回,nan
2016-06-07,0.853,1.063,-1.27,限制大额申购,开放赎回,nan
2016-06-08,0.852,1.062,-0.12,限制大额申购,开放赎回,nan
2016-06-13,0.84,1.05,-1.41,限制大额申购,开放赎回,nan
2016-06-14,0.841,1.051,0.12,限制大额申购,开放赎回,nan
2016-06-15,0.847,1.057,0.71,限制大额申购,开放赎回,nan
2016-06-16,0.846,1.056,-0.12,限制大额申购,开放赎回,nan
2016-06-17,0.849,1.059,0.35,限制大额申购,开放赎回,nan
2016-06-20,0.849,1.059,0.0,限制大额申购,开放赎回,nan
2016-06-21,0.847,1.057,-0.24,限制大额申购,开放赎回,nan
2016-06-22,0.85,1.06,0.35,限制大额申购,开放赎回,nan
2016-06-23,0.852,1.062,0.24,限制大额申购,开放赎回,nan
2016-06-24,0.85,1.06,-0.23,限制大额申购,开放赎回,nan
2016-06-27,0.855,1.065,0.59,限制大额申购,开放赎回,nan
2016-06-28,0.856,1.066,0.12,限制大额申购,开放赎回,nan
2016-06-29,0.856,1.066,0.0,限制大额申购,开放赎回,nan
2016-06-30,0.855,1.065,-0.12,限制大额申购,开放赎回,nan
2016-07-01,0.854,1.064,-0.12,限制大额申购,开放赎回,nan
2016-07-04,0.863,1.073,1.05,限制大额申购,开放赎回,nan
2016-07-05,0.87,1.08,0.81,限制大额申购,开放赎回,nan
2016-07-06,0.873,1.083,0.34,限制大额申购,开放赎回,nan
2016-07-07,0.873,1.083,0.0,限制大额申购,开放赎回,nan
2016-07-08,0.868,1.078,-0.57,限制大额申购,开放赎回,nan
2016-07-11,0.862,1.072,-0.69,限制大额申购,开放赎回,nan
2016-07-12,0.865,1.075,0.35,限制大额申购,开放赎回,nan
2016-07-13,0.877,1.087,1.39,限制大额申购,开放赎回,nan
2016-07-14,0.877,1.087,0.0,限制大额申购,开放赎回,nan
2016-07-15,0.874,1.084,-0.34,限制大额申购,开放赎回,nan
2016-07-18,0.872,1.082,-0.23,限制大额申购,开放赎回,nan
2016-07-19,0.872,1.082,0.0,限制大额申购,开放赎回,nan
2016-07-20,0.87,1.08,-0.23,限制大额申购,开放赎回,nan
2016-07-21,0.872,1.082,0.23,限制大额申购,开放赎回,nan
2016-07-22,0.869,1.079,-0.34,限制大额申购,开放赎回,nan
2016-07-25,0.865,1.075,-0.46,限制大额申购,开放赎回,nan
2016-07-26,0.868,1.078,0.35,限制大额申购,开放赎回,nan
2016-07-27,0.855,1.065,-1.5,限制大额申购,开放赎回,nan
2016-07-28,0.85,1.06,-0.58,限制大额申购,开放赎回,nan
2016-07-29,0.841,1.051,-1.06,限制大额申购,开放赎回,nan
2016-08-01,0.837,1.047,-0.48,限制大额申购,开放赎回,nan
2016-08-02,0.842,1.052,0.6,限制大额申购,开放赎回,nan
2016-08-03,0.844,1.054,0.24,限制大额申购,开放赎回,nan
2016-08-04,0.849,1.059,0.59,限制大额申购,开放赎回,nan
2016-08-05,0.848,1.058,-0.12,限制大额申购,开放赎回,nan
2016-08-08,0.851,1.061,0.35,限制大额申购,开放赎回,nan
2016-08-09,0.855,1.065,0.47,限制大额申购,开放赎回,nan
2016-08-10,0.854,1.064,-0.12,限制大额申购,开放赎回,nan
2016-08-11,0.853,1.063,-0.12,限制大额申购,开放赎回,nan
2016-08-12,0.857,1.067,0.47,限制大额申购,开放赎回,nan
2016-08-15,0.879,1.089,2.57,限制大额申购,开放赎回,nan
2016-08-16,0.88,1.09,0.11,限制大额申购,开放赎回,nan
2016-08-17,0.877,1.087,-0.34,限制大额申购,开放赎回,nan
2016-08-18,0.883,1.093,0.68,限制大额申购,开放赎回,nan
2016-08-19,0.882,1.092,-0.11,限制大额申购,开放赎回,nan
2016-08-22,0.878,1.088,-0.45,限制大额申购,开放赎回,nan
2016-08-23,0.874,1.084,-0.46,限制大额申购,开放赎回,nan
2016-08-24,0.872,1.082,-0.23,限制大额申购,开放赎回,nan
2016-08-25,0.868,1.078,-0.46,限制大额申购,开放赎回,nan
2016-08-26,0.867,1.077,-0.12,限制大额申购,开放赎回,nan
2016-08-29,0.865,1.075,-0.23,限制大额申购,开放赎回,nan
2016-08-30,0.865,1.075,0.0,限制大额申购,开放赎回,nan
2016-08-31,0.866,1.076,0.12,限制大额申购,开放赎回,nan
2016-09-01,0.864,1.074,-0.23,限制大额申购,开放赎回,nan
2016-09-02,0.863,1.073,-0.12,限制大额申购,开放赎回,nan
2016-09-05,0.864,1.074,0.12,限制大额申购,开放赎回,nan
2016-09-06,0.869,1.079,0.58,限制大额申购,开放赎回,nan
2016-09-07,0.87,1.08,0.12,限制大额申购,开放赎回,nan
2016-09-08,0.871,1.081,0.11,限制大额申购,开放赎回,nan
2016-09-09,0.869,1.079,-0.23,限制大额申购,开放赎回,nan
2016-09-12,0.859,1.069,-1.15,限制大额申购,开放赎回,nan
2016-09-13,0.86,1.07,0.12,限制大额申购,开放赎回,nan
2016-09-14,0.859,1.069,-0.12,限制大额申购,开放赎回,nan
2016-09-19,0.859,1.069,0.0,限制大额申购,开放赎回,nan
2016-09-20,0.858,1.068,-0.12,限制大额申购,开放赎回,nan
2016-09-21,0.859,1.069,0.12,限制大额申购,开放赎回,nan
2016-09-22,0.861,1.071,0.23,限制大额申购,开放赎回,nan
2016-09-23,0.859,1.069,-0.23,限制大额申购,开放赎回,nan
2016-09-26,0.85,1.06,-1.05,限制大额申购,开放赎回,nan
2016-09-27,0.851,1.061,0.12,限制大额申购,开放赎回,nan
2016-09-28,0.852,1.062,0.12,限制大额申购,开放赎回,nan
2016-09-29,0.853,1.063,0.12,限制大额申购,开放赎回,nan
2016-09-30,0.854,1.064,0.12,开放申购,开放赎回,nan
2016-10-10,0.856,1.066,0.23,开放申购,开放赎回,nan
2016-10-11,0.858,1.068,0.23,开放申购,开放赎回,nan
2016-10-12,0.857,1.067,-0.12,开放申购,开放赎回,nan
2016-10-13,0.858,1.068,0.12,开放申购,开放赎回,nan
2016-10-14,0.857,1.067,-0.12,开放申购,开放赎回,nan
2016-10-17,0.856,1.066,-0.12,开放申购,开放赎回,nan
2016-10-18,0.863,1.073,0.82,开放申购,开放赎回,nan
2016-10-19,0.863,1.073,0.0,开放申购,开放赎回,nan
2016-10-20,0.864,1.074,0.12,开放申购,开放赎回,nan
2016-10-21,0.865,1.075,0.12,开放申购,开放赎回,nan
2016-10-24,0.868,1.078,0.35,开放申购,开放赎回,nan
2016-10-25,0.867,1.077,-0.12,开放申购,开放赎回,nan
2016-10-26,0.865,1.075,-0.23,开放申购,开放赎回,nan
2016-10-27,0.86,1.07,-0.58,开放申购,开放赎回,nan
2016-10-28,0.86,1.07,0.0,开放申购,开放赎回,nan
2016-10-31,0.86,1.07,0.0,开放申购,开放赎回,nan
2016-11-01,0.862,1.072,0.23,开放申购,开放赎回,nan
2016-11-02,0.859,1.069,-0.35,开放申购,开放赎回,nan
2016-11-03,0.862,1.072,0.35,开放申购,开放赎回,nan
2016-11-04,0.864,1.074,0.23,开放申购,开放赎回,nan
2016-11-07,0.865,1.075,0.12,开放申购,开放赎回,nan
2016-11-08,0.865,1.075,0.0,开放申购,开放赎回,nan
2016-11-09,0.862,1.072,-0.35,开放申购,开放赎回,nan
2016-11-10,0.865,1.075,0.35,开放申购,开放赎回,nan
2016-11-11,0.867,1.077,0.23,开放申购,开放赎回,nan
2016-11-14,0.869,1.079,0.23,开放申购,开放赎回,nan
2016-11-15,0.87,1.08,0.12,开放申购,开放赎回,nan
2016-11-16,0.872,1.082,0.23,开放申购,开放赎回,nan
2016-11-17,0.87,1.08,-0.23,开放申购,开放赎回,nan
2016-11-18,0.87,1.08,0.0,开放申购,开放赎回,nan
2016-11-21,0.871,1.081,0.11,开放申购,开放赎回,nan
2016-11-22,0.875,1.085,0.46,开放申购,开放赎回,nan
2016-11-23,0.874,1.084,-0.11,开放申购,开放赎回,nan
2016-11-24,0.874,1.084,0.0,开放申购,开放赎回,nan
2016-11-25,0.875,1.085,0.11,开放申购,开放赎回,nan
2016-11-28,0.874,1.084,-0.11,开放申购,开放赎回,nan
2016-11-29,0.869,1.079,-0.57,开放申购,开放赎回,nan
2016-11-30,0.865,1.075,-0.46,开放申购,开放赎回,nan
2016-12-01,0.862,1.072,-0.35,开放申购,开放赎回,nan
2016-12-02,0.855,1.065,-0.81,开放申购,开放赎回,nan
2016-12-05,0.843,1.053,-1.4,开放申购,开放赎回,nan
2016-12-06,0.84,1.05,-0.36,开放申购,开放赎回,nan
2016-12-07,0.845,1.055,0.6,开放申购,开放赎回,nan
2016-12-08,0.846,1.056,0.12,开放申购,开放赎回,nan
2016-12-09,0.843,1.053,-0.35,开放申购,开放赎回,nan
2016-12-12,0.824,1.034,-2.25,开放申购,开放赎回,nan
2016-12-13,0.819,1.029,-0.61,开放申购,开放赎回,nan
2016-12-14,0.816,1.026,-0.37,开放申购,开放赎回,nan
2016-12-15,0.806,1.016,-1.23,开放申购,开放赎回,nan
2016-12-16,0.81,1.02,0.5,开放申购,开放赎回,nan
2016-12-19,0.804,1.014,-0.74,开放申购,开放赎回,nan
2016-12-20,0.798,1.008,-0.75,开放申购,开放赎回,nan
2016-12-21,0.806,1.016,1.0,开放申购,开放赎回,nan
2016-12-22,0.809,1.019,0.37,开放申购,开放赎回,nan
2016-12-23,0.81,1.02,0.12,开放申购,开放赎回,nan
2016-12-26,0.81,1.02,0.0,开放申购,开放赎回,nan
2016-12-27,0.811,1.021,0.12,开放申购,开放赎回,nan
2016-12-28,0.808,1.018,-0.37,开放申购,开放赎回,nan
2016-12-29,0.808,1.018,0.0,开放申购,开放赎回,nan
2016-12-30,0.81,1.02,0.25,开放申购,开放赎回,nan
2016-12-31,0.81,1.02,0.0,开放申购,开放赎回,nan
2017-01-03,0.81,1.02,0.0,开放申购,开放赎回,nan
2017-01-04,0.812,1.022,0.25,开放申购,开放赎回,nan
2017-01-05,0.813,1.023,0.12,开放申购,开放赎回,nan
2017-01-06,0.812,1.022,-0.12,开放申购,开放赎回,nan
2017-01-09,0.813,1.023,0.12,开放申购,开放赎回,nan
2017-01-10,0.811,1.021,-0.25,开放申购,开放赎回,nan
2017-01-11,0.81,1.02,-0.12,开放申购,开放赎回,nan
2017-01-12,0.809,1.019,-0.12,开放申购,开放赎回,nan
2017-01-13,0.807,1.017,-0.25,开放申购,开放赎回,nan
2017-01-16,0.802,1.012,-0.62,开放申购,开放赎回,nan
2017-01-17,0.801,1.011,-0.12,开放申购,开放赎回,nan
2017-01-18,0.8,1.01,-0.12,开放申购,开放赎回,nan
2017-01-19,0.8,1.01,0.0,开放申购,开放赎回,nan
2017-01-20,0.802,1.012,0.25,开放申购,开放赎回,nan
2017-01-23,0.802,1.012,0.0,开放申购,开放赎回,nan
2017-01-24,0.801,1.011,-0.12,开放申购,开放赎回,nan
2017-01-25,0.802,1.012,0.12,开放申购,开放赎回,nan
2017-01-26,0.803,1.013,0.12,开放申购,开放赎回,nan
2017-02-03,0.8,1.01,-0.37,开放申购,开放赎回,nan
2017-02-06,0.801,1.011,0.13,开放申购,开放赎回,nan
2017-02-07,0.8,1.01,-0.12,开放申购,开放赎回,nan
2017-02-08,0.8,1.01,0.0,开放申购,开放赎回,nan
2017-02-09,0.803,1.013,0.38,开放申购,开放赎回,nan
2017-02-10,0.804,1.014,0.12,开放申购,开放赎回,nan
2017-02-13,0.806,1.016,0.25,开放申购,开放赎回,nan
2017-02-14,0.806,1.016,0.0,开放申购,开放赎回,nan
2017-02-15,0.804,1.014,-0.25,开放申购,开放赎回,nan
2017-02-16,0.804,1.014,0.0,开放申购,开放赎回,nan
2017-02-17,0.802,1.012,-0.25,开放申购,开放赎回,nan
2017-02-20,0.805,1.015,0.37,开放申购,开放赎回,nan
2017-02-21,0.807,1.017,0.25,开放申购,开放赎回,nan
2017-02-22,0.807,1.017,0.0,开放申购,开放赎回,nan
2017-02-23,0.805,1.015,-0.25,开放申购,开放赎回,nan
2017-02-24,0.805,1.015,0.0,开放申购,开放赎回,nan
2017-02-27,0.804,1.014,-0.12,开放申购,开放赎回,nan
2017-02-28,0.805,1.015,0.12,开放申购,开放赎回,nan
2017-03-01,0.804,1.014,-0.12,开放申购,开放赎回,nan
2017-03-02,0.802,1.012,-0.25,开放申购,开放赎回,nan
2017-03-03,0.802,1.012,0.0,开放申购,开放赎回,nan
2017-03-06,0.803,1.013,0.12,开放申购,开放赎回,nan
2017-03-07,0.806,1.016,0.37,开放申购,开放赎回,nan
2017-03-08,0.804,1.014,-0.25,开放申购,开放赎回,nan
2017-03-09,0.803,1.013,-0.12,开放申购,开放赎回,nan
2017-03-10,0.802,1.012,-0.12,开放申购,开放赎回,nan
2017-03-13,0.804,1.014,0.25,开放申购,开放赎回,nan
2017-03-14,0.802,1.012,-0.25,开放申购,开放赎回,nan
2017-03-15,0.804,1.014,0.25,开放申购,开放赎回,nan
2017-03-16,0.803,1.013,-0.12,开放申购,开放赎回,nan
2017-03-17,0.801,1.011,-0.25,开放申购,开放赎回,nan
2017-03-20,0.8,1.01,-0.12,开放申购,开放赎回,nan
2017-03-21,0.801,1.011,0.13,开放申购,开放赎回,nan
2017-03-22,0.798,1.008,-0.37,开放申购,开放赎回,nan
2017-03-23,0.799,1.009,0.13,开放申购,开放赎回,nan
2017-03-24,0.801,1.011,0.25,开放申购,开放赎回,nan
2017-03-27,0.8,1.01,-0.12,开放申购,开放赎回,nan
2017-03-28,0.799,1.009,-0.13,开放申购,开放赎回,nan
2017-03-29,0.799,1.009,0.0,开放申购,开放赎回,nan
2017-03-30,0.795,1.005,-0.5,开放申购,开放赎回,nan
2017-03-31,0.797,1.007,0.25,开放申购,开放赎回,nan
2017-04-05,0.798,1.008,0.13,开放申购,开放赎回,nan
2017-04-06,0.799,1.009,0.13,开放申购,开放赎回,nan
2017-04-07,0.798,1.008,-0.13,开放申购,开放赎回,nan
2017-04-10,0.797,1.007,-0.13,开放申购,开放赎回,nan
2017-04-11,0.802,1.012,0.63,开放申购,开放赎回,nan
2017-04-12,0.805,1.015,0.37,开放申购,开放赎回,nan
2017-04-13,0.804,1.014,-0.12,开放申购,开放赎回,nan
2017-04-14,0.802,1.012,-0.25,开放申购,开放赎回,nan
2017-04-17,0.799,1.009,-0.37,开放申购,开放赎回,nan
2017-04-18,0.798,1.008,-0.13,开放申购,开放赎回,nan
2017-04-19,0.798,1.008,0.0,开放申购,开放赎回,nan
2017-04-20,0.798,1.008,0.0,开放申购,开放赎回,nan
2017-04-21,0.799,1.009,0.13,开放申购,开放赎回,nan
2017-04-24,0.795,1.005,-0.5,开放申购,开放赎回,nan
2017-04-25,0.796,1.006,0.13,开放申购,开放赎回,nan
2017-04-26,0.798,1.008,0.25,开放申购,开放赎回,nan
2017-04-27,0.798,1.008,0.0,开放申购,开放赎回,nan
2017-04-28,0.799,1.009,0.13,开放申购,开放赎回,nan
2017-05-02,0.799,1.009,0.0,开放申购,开放赎回,nan
2017-05-03,0.801,1.011,0.25,开放申购,开放赎回,nan
2017-05-04,0.801,1.011,0.0,开放申购,开放赎回,nan
2017-05-05,0.8,1.01,-0.12,开放申购,开放赎回,nan
2017-05-08,0.77,0.98,-3.75,开放申购,开放赎回,nan
2017-05-09,0.767,0.977,-0.39,开放申购,开放赎回,nan
2017-05-10,0.764,0.974,-0.39,开放申购,开放赎回,nan
2017-05-11,0.762,0.972,-0.26,开放申购,开放赎回,nan
2017-05-12,0.764,0.974,0.26,开放申购,开放赎回,nan
2017-05-15,0.765,0.975,0.13,开放申购,开放赎回,nan
2017-05-16,0.767,0.977,0.26,开放申购,开放赎回,nan
2017-05-17,0.768,0.978,0.13,开放申购,开放赎回,nan
2017-05-18,0.768,0.978,0.0,开放申购,开放赎回,nan
2017-05-19,0.767,0.977,-0.13,开放申购,开放赎回,nan
2017-05-22,0.763,0.973,-0.52,开放申购,开放赎回,nan
2017-05-23,0.761,0.971,-0.26,开放申购,开放赎回,nan
2017-05-24,0.762,0.972,0.13,开放申购,开放赎回,nan
2017-05-25,0.763,0.973,0.13,开放申购,开放赎回,nan
2017-05-26,0.765,0.975,0.26,开放申购,开放赎回,nan
2017-05-31,0.766,0.976,0.13,开放申购,开放赎回,nan
2017-06-01,0.764,0.974,-0.26,开放申购,开放赎回,nan
2017-06-02,0.764,0.974,0.0,开放申购,开放赎回,nan
2017-06-05,0.765,0.975,0.13,开放申购,开放赎回,nan
2017-06-06,0.766,0.976,0.13,开放申购,开放赎回,nan
2017-06-07,0.77,0.98,0.52,开放申购,开放赎回,nan
2017-06-08,0.771,0.981,0.13,开放申购,开放赎回,nan
2017-06-09,0.775,0.985,0.52,开放申购,开放赎回,nan
2017-06-12,0.777,0.987,0.26,开放申购,开放赎回,nan
2017-06-13,0.779,0.989,0.26,开放申购,开放赎回,nan
2017-06-14,0.778,0.988,-0.13,开放申购,开放赎回,nan
2017-06-15,0.781,0.991,0.39,开放申购,开放赎回,nan
2017-06-16,0.782,0.992,0.13,开放申购,开放赎回,nan
2017-06-19,0.789,0.999,0.9,开放申购,开放赎回,nan
2017-06-20,0.795,1.005,0.76,开放申购,开放赎回,nan
2017-06-21,0.796,1.006,0.13,开放申购,开放赎回,nan
2017-06-22,0.795,1.005,-0.13,开放申购,开放赎回,nan
2017-06-23,0.798,1.008,0.38,开放申购,开放赎回,nan
2017-06-26,0.802,1.012,0.5,开放申购,开放赎回,nan
2017-06-27,0.802,1.012,0.0,开放申购,开放赎回,nan
2017-06-28,0.8,1.01,-0.25,开放申购,开放赎回,nan
2017-06-29,0.794,1.004,-0.75,开放申购,开放赎回,nan
2017-06-30,0.792,1.002,-0.25,开放申购,开放赎回,nan
2017-07-03,0.794,1.004,0.25,开放申购,开放赎回,nan
2017-07-04,0.795,1.005,0.13,开放申购,开放赎回,nan
2017-07-05,0.801,1.011,0.75,开放申购,开放赎回,nan
2017-07-06,0.803,1.013,0.25,开放申购,开放赎回,nan
2017-07-07,0.805,1.015,0.25,开放申购,开放赎回,nan
2017-07-10,0.802,1.012,-0.37,开放申购,开放赎回,nan
2017-07-11,0.802,1.012,0.0,开放申购,开放赎回,nan
2017-07-12,0.799,1.009,-0.37,开放申购,开放赎回,nan
2017-07-13,0.804,1.014,0.63,开放申购,开放赎回,nan
2017-07-14,0.807,1.017,0.37,开放申购,开放赎回,nan
2017-07-17,0.802,1.012,-0.62,开放申购,开放赎回,nan
2017-07-18,0.802,1.012,0.0,开放申购,开放赎回,nan
2017-07-19,0.808,1.018,0.75,开放申购,开放赎回,nan
2017-07-20,0.815,1.025,0.87,开放申购,开放赎回,nan
2017-07-21,0.823,1.033,0.98,开放申购,开放赎回,nan
2017-07-24,0.825,1.035,0.24,开放申购,开放赎回,nan
2017-07-25,0.816,1.026,-1.09,开放申购,开放赎回,nan
2017-07-26,0.816,1.026,0.0,开放申购,开放赎回,nan
2017-07-27,0.817,1.027,0.12,开放申购,开放赎回,nan
2017-07-28,0.822,1.032,0.61,开放申购,开放赎回,nan
2017-07-31,0.828,1.038,0.73,开放申购,开放赎回,nan
2017-08-01,0.83,1.04,0.24,开放申购,开放赎回,nan
2017-08-02,0.832,1.042,0.24,开放申购,开放赎回,nan
