date,close,factor
2005-01-04,1242.77,1.0
2005-01-05,1251.94,1.0
2005-01-06,1239.43,1.0
2005-01-07,1244.75,1.0
2005-01-10,1252.4,1.0
2005-01-11,1257.46,1.0
2005-01-12,1256.92,1.0
2005-01-13,1256.31,1.0
2005-01-14,1245.62,1.0
2005-01-17,1216.65,1.0
2005-01-18,1225.45,1.0
2005-01-19,1218.11,1.0
2005-01-20,1204.39,1.0
2005-01-21,1234.48,1.0
2005-01-24,1255.78,1.0
2005-01-25,1254.23,1.0
2005-01-26,1241.96,1.0
2005-01-27,1225.89,1.0
2005-01-28,1213.67,1.0
2005-01-31,1191.82,1.0
2005-02-01,1188.93,1.0
2005-02-02,1252.5,1.0
2005-02-03,1242.31,1.0
2005-02-04,1269.0,1.0
2005-02-16,1278.88,1.0
2005-02-17,1276.13,1.0
2005-02-18,1258.97,1.0
2005-02-21,1284.48,1.0
2005-02-22,1309.28,1.0
2005-02-23,1309.47,1.0
2005-02-24,1309.95,1.0
2005-02-25,1312.44,1.0
2005-02-28,1306.0,1.0
2005-03-01,1303.41,1.0
2005-03-02,1287.45,1.0
2005-03-03,1294.34,1.0
2005-03-04,1287.71,1.0
2005-03-07,1293.74,1.0
2005-03-08,1318.27,1.0
2005-03-09,1316.79,1.0
2005-03-10,1286.23,1.0
2005-03-11,1289.94,1.0
2005-03-14,1293.5,1.0
2005-03-15,1269.14,1.0
2005-03-16,1255.59,1.0
2005-03-17,1243.47,1.0
2005-03-18,1227.4,1.0
2005-03-21,1231.05,1.0
2005-03-22,1206.92,1.0
2005-03-23,1201.65,1.0
2005-03-24,1208.19,1.0
2005-03-25,1205.63,1.0
2005-03-28,1200.11,1.0
2005-03-29,1195.02,1.0
2005-03-30,1172.57,1.0
2005-03-31,1181.24,1.0
2005-04-01,1223.57,1.0
2005-04-04,1202.97,1.0
2005-04-05,1191.74,1.0
2005-04-06,1214.87,1.0
2005-04-07,1225.49,1.0
2005-04-08,1248.52,1.0
2005-04-11,1240.97,1.0
2005-04-12,1219.51,1.0
2005-04-13,1248.2,1.0
2005-04-14,1234.33,1.0
2005-04-15,1216.96,1.0
2005-04-18,1197.73,1.0
2005-04-19,1199.9,1.0
2005-04-20,1184.19,1.0
2005-04-21,1172.56,1.0
2005-04-22,1169.19,1.0
2005-04-25,1157.97,1.0
2005-04-26,1165.34,1.0
2005-04-27,1148.76,1.0
2005-04-28,1169.12,1.0
2005-04-29,1159.15,1.0
2005-05-09,1130.84,1.0
2005-05-10,1135.56,1.0
2005-05-11,1124.27,1.0
2005-05-12,1103.99,1.0
2005-05-13,1107.63,1.0
2005-05-16,1095.47,1.0
2005-05-17,1099.64,1.0
2005-05-18,1102.96,1.0
2005-05-19,1103.47,1.0
2005-05-20,1099.27,1.0
2005-05-23,1070.84,1.0
2005-05-24,1073.85,1.0
2005-05-25,1072.14,1.0
2005-05-26,1058.87,1.0
2005-05-27,1051.95,1.0
2005-05-30,1060.16,1.0
2005-05-31,1060.74,1.0
2005-06-01,1039.19,1.0
2005-06-02,1016.06,1.0
2005-06-03,1013.64,1.0
2005-06-06,1034.38,1.0
2005-06-07,1030.94,1.0
2005-06-08,1115.58,1.0
2005-06-09,1131.05,1.0
2005-06-10,1108.29,1.0
2005-06-13,1106.29,1.0
2005-06-14,1093.46,1.0
2005-06-15,1072.84,1.0
2005-06-16,1086.01,1.0
2005-06-17,1085.61,1.0
2005-06-20,1115.62,1.0
2005-06-21,1101.49,1.0
2005-06-22,1102.03,1.0
2005-06-23,1093.7,1.0
2005-06-24,1101.88,1.0
2005-06-27,1124.64,1.0
2005-06-28,1108.59,1.0
2005-06-29,1104.99,1.0
2005-06-30,1080.94,1.0
