# 截止2021.4.28，54113.71, 15.11%, 16717.24份，7105.16持仓收益
2020-2-26,10000
2020-3-6,10000
2020-3-9,20000
2020-3-12,1000
2020-4-13,1000
2020-5-12,1000
2020-5-13,-17270.01
2020-6-12,1000
2020-7-10,-20105.86
2020-7-14,1000
2020-7-24,10000
2020-8-13,1000
2020-9-7,5000
2020-9-9,5000
2020-9-15,1000
2020-10-12,1000
2020-11-12,1000
2020-12-14,1000
2021-1-12,1000
2021-2-10,2000
2021-2-24,3000
2021-3-9,2000
2021-3-12,2000
2021-4-12,2000
